target_date,generated_at,review_rows,bucket_counts,risk_label_counts,canonical_board_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-07-17,2026-07-17T10:27:57+01:00,3,P1_REVIEW_STRONG_SIGNAL=3,MEDIUM=3,NO_CANONICAL_BOARD_PERMISSION=3,NO_PICK_PERMISSION=3,NO_STAKE_PERMISSION=3,"Use this inspector only for human triage. It cannot promote, create picks, or create stake permission.",NO,NO
