fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1379329,Arsenal,Burnley,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,93.07,A_ANALIZAR_PRIMERO,
1392197,Leganes,Huesca,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,83.18,A_ANALIZAR_PRIMERO,
1494170,Djurgardens IF,Sirius,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,83.16,A_ANALIZAR_PRIMERO,
1494175,Orgryte IS,IFK Goteborg,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,76.51,A_ANALIZAR_PRIMERO,
1545230,FC Aarau,Grasshoppers,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,72.86,A_ANALIZAR_PRIMERO,
1533646,El Geish,Pharco,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1533648,El Mokawloon,Wadi Degla,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1533649,Ghazl El Mehalla,Al Ittihad,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1533647,Kahraba Ismailia,Haras El Hodood,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1520686,Ponte Preta,Londrina,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495684,Lahti,VPS,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
