date,fixture_datetime_utc,fixture_timestamp,league,league_id,season,fixture_id,status,home_team,home_team_id,away_team,away_team_id,country,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,home_xg_for,home_xg_against,away_xg_for,away_xg_against,home_sot_for,away_sot_for,home_big_for,away_big_for,home_motivation,away_motivation,home_absences,away_absences,today_pipeline_fetched_at,league_coverage_class,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_coverage_rich_flag,league_data_reliability_score,league_coverage_source_status,league_coverage_note,home_recent_matches,away_recent_matches,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_stats_season_used,away_stats_season_used,data_enrichment_level,home_recent_stats_matches_requested,home_recent_stats_matches_used,home_recent_stats_coverage_ratio,home_recent_stats_available_flag,home_recent_shots_for_pg,home_recent_shots_against_pg,home_recent_sot_for_pg,home_recent_sot_against_pg,home_recent_possession_pct,home_recent_corners_for_pg,home_recent_corners_against_pg,home_recent_fouls_pg,home_recent_yellow_pg,home_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_stats_matches_requested,away_recent_stats_matches_used,away_recent_stats_coverage_ratio,away_recent_stats_available_flag,away_recent_shots_for_pg,away_recent_shots_against_pg,away_recent_sot_for_pg,away_recent_sot_against_pg,away_recent_possession_pct,away_recent_corners_for_pg,away_recent_corners_against_pg,away_recent_fouls_pg,away_recent_yellow_pg,away_recent_offsides_pg,away_recent_blocked_shots_pg,recent_stats_quality_flag,recent_fixture_statistics_updated_at,home_injuries_count,away_injuries_count,home_injuries_available_flag,away_injuries_available_flag,home_absence_risk_score,away_absence_risk_score,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,injuries_availability_updated_at,home_lineup_available_flag,away_lineup_available_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,fixture_lineups_updated_at,home_rank,home_points,home_goals_diff,home_played,home_table_goals_for,home_table_goals_against,home_urgency_score,away_rank,away_points,away_goals_diff,away_played,away_table_goals_for,away_table_goals_against,away_urgency_score,league_team_count,standings_context_updated_at,odds_1_home_v3,odds_1_draw_v3,odds_1_away_v3,odds_btts_yes_v3,odds_btts_no_v3,odds_over_1_5_v3,odds_under_1_5_v3,odds_over_2_5_v3,odds_under_2_5_v3,odds_over_3_5_v3,odds_under_3_5_v3,odds_dc_1x_v3,odds_dc_x2_v3,odds_dc_12_v3,odds_home_dnb_v3,odds_away_dnb_v3,odds_bookmakers_count_v3,odds_market_count_v3,odds_values_count_v3,imp_1_home,imp_1_draw,imp_1_away,imp_btts_yes,imp_btts_no,imp_over_1_5,imp_under_1_5,imp_over_2_5,imp_under_2_5,imp_over_3_5,imp_under_3_5,imp_dc_1x,imp_dc_x2,imp_dc_12,imp_home_dnb,imp_away_dnb,odds_context_v3_updated_at,odds_context_v3_status,league_tier,league_tier_rank,league_filter_reason
2026-05-18,2026-05-18T20:00:00+01:00,1779130800,Premier League,39,2025,1379329,NS,Arsenal,42,Burnley,44,England,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2026-05-18T00:13:47.826446+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,1.75,0.125,1.125,0.75,0.625,2.375,0.875,0.5,0.625,0.125,0.375,0.5,0.5,0.75,0.375,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,12.4,13.0,4.0,3.0,48.2,4.2,4.4,10.6,1.0,3.0,3.8,5.0,5.0,1.0,1.0,8.2,18.2,3.4,6.6,46.0,4.2,5.6,10.0,2.25,1.4,2.8,FULL,2026-05-18T00:13:57.152930+00:00,8.0,4.0,1.0,1.0,7.2,4.0,FULL,FULL,HIGH,HIGH,FULL,2026-05-18T00:14:14.207881+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,1125.72,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-18T00:14:16.708652+00:00,1.0,79.0,42.0,36.0,68.0,26.0,1.0,19.0,21.0,-36.0,36.0,37.0,73.0,1.0,20.0,2026-05-18T00:14:20.443447+00:00,1.11,13.6,37.0,2.5,1.57,1.11,8.5,1.36,3.55,1.93,2.02,,,,,,13.0,180.0,5750.0,0.9009,0.0735,0.027,0.4,0.6369,0.9009,0.1176,0.7353,0.2817,0.5181,0.495,,,,,,2026-05-18T00:14:21.511533+00:00,OK,TIER_1,1,england_premier_league
2026-05-18,2026-05-18T19:30:00+01:00,1779129000,Segunda División,141,2025,1392197,NS,Leganes,537,Huesca,726,Spain,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-18T00:13:47.826416+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,1.0,0.625,1.25,1.25,1.75,2.125,0.625,1.0,0.125,0.125,0.625,0.875,0.875,0.875,0.625,0.625,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,14.0,14.0,4.6,6.2,45.8,5.4,5.6,11.8,2.0,1.4,4.0,5.0,5.0,1.0,1.0,8.4,15.0,3.4,5.6,41.4,3.0,6.8,14.6,2.2,2.6,2.2,FULL,2026-05-18T00:14:01.152868+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-18T00:14:14.594500+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,1095.71,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-18T00:14:17.111815+00:00,17.0,42.0,-6.0,39.0,42.0,48.0,0.5,20.0,36.0,-21.0,39.0,40.0,61.0,1.0,22.0,2026-05-18T00:14:20.447024+00:00,2.09,3.6,4.17,1.85,2.01,1.33,3.62,2.04,1.96,3.6,1.36,,,,,,12.0,146.0,4487.0,0.4785,0.2778,0.2398,0.5405,0.4975,0.7519,0.2762,0.4902,0.5102,0.2778,0.7353,,,,,,2026-05-18T00:14:21.874005+00:00,OK,TIER_1,1,spain_segunda
2026-05-18,2026-05-18T18:00:00+01:00,1779123600,Allsvenskan,113,2026,1494170,NS,Djurgardens IF,364,Sirius,370,Sweden,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2026-05-18T00:13:47.826134+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,2.0,2.375,2.25,2.5,1.125,1.25,0.875,0.875,0.25,0.25,0.625,0.625,0.75,0.875,0.625,0.75,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,17.6,10.8,5.8,3.4,61.2,6.0,3.4,13.4,2.0,1.2,4.2,5.0,5.0,1.0,1.0,15.4,13.4,5.0,4.2,47.2,5.4,4.6,13.0,1.0,1.4,5.6,FULL,2026-05-18T00:14:05.228642+00:00,4.0,4.0,1.0,1.0,3.6,3.6,FULL,FULL,HIGH,HIGH,FULL,2026-05-18T00:14:14.999399+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,1005.71,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-18T00:14:17.515444+00:00,5.0,13.0,8.0,7.0,16.0,8.0,0.0,1.0,19.0,12.0,7.0,19.0,7.0,1.0,16.0,2026-05-18T00:14:20.449004+00:00,2.3,3.82,3.0,1.55,2.45,1.21,4.5,1.67,2.3,2.7,1.5,,,,,,12.0,128.0,3309.0,0.4348,0.2618,0.3333,0.6452,0.4082,0.8264,0.2222,0.5988,0.4348,0.3704,0.6667,,,,,,2026-05-18T00:14:22.272668+00:00,OK,TIER_2,2,sweden_allsvenskan
2026-05-18,2026-05-18T18:00:00+01:00,1779123600,Allsvenskan,113,2026,1494175,NS,Orgryte IS,2166,IFK Goteborg,366,Sweden,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,2026-05-18T00:13:47.826139+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,1.375,0.875,1.0,1.125,2.0,2.25,0.875,0.625,0.375,0.0,0.5,0.625,0.75,1.0,0.375,0.5,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,9.8,17.8,3.8,7.0,46.4,3.6,5.4,12.4,1.8,2.0,3.2,5.0,5.0,1.0,1.0,15.4,13.6,5.2,6.0,53.2,5.4,4.8,11.2,2.2,1.6,4.4,FULL,2026-05-18T00:14:08.754260+00:00,6.0,16.0,1.0,1.0,5.2,12.8,FULL,FULL,HIGH,HIGH,FULL,2026-05-18T00:14:15.407007+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,1005.7,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-18T00:14:17.900208+00:00,14.0,5.0,-12.0,7.0,6.0,18.0,1.0,16.0,3.0,-11.0,7.0,4.0,15.0,1.0,16.0,2026-05-18T00:14:20.450895+00:00,4.0,3.86,1.89,1.67,2.2,1.25,4.33,1.81,2.1,2.92,1.42,,,,,,12.0,128.0,3253.0,0.25,0.2591,0.5291,0.5988,0.4545,0.8,0.2309,0.5525,0.4762,0.3425,0.7042,,,,,,2026-05-18T00:14:22.607179+00:00,OK,TIER_2,2,sweden_allsvenskan
2026-05-18,2026-05-18T19:15:00+01:00,1779128100,Super League,207,2025,1545230,NS,FC Aarau,2177,Grasshoppers,1013,Switzerland,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-18T00:13:47.826250+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,1.875,0.375,2.25,0.75,1.25,2.875,0.875,0.5,0.25,0.125,0.75,0.375,0.875,1.0,0.875,0.625,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,0.0,0.0,0.0,,,,,,,,,,,,5.0,4.0,0.8,1.0,9.5,14.0,2.5,3.75,39.25,2.75,3.75,12.25,2.0,1.5,2.75,SPARSE,2026-05-18T00:14:12.748754+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-18T00:14:15.798698+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,1080.69,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-18T00:14:18.306264+00:00,,,,,,,,5.0,33.0,-26.0,38.0,48.0,74.0,0.0,12.0,2026-05-18T00:14:20.452067+00:00,2.23,3.6,3.1,1.6,2.3,1.25,4.2,1.73,2.11,2.88,1.44,,,,,,8.0,63.0,1219.0,0.4484,0.2778,0.3226,0.625,0.4348,0.8,0.2381,0.578,0.4739,0.3472,0.6944,,,,,,2026-05-18T00:14:22.985100+00:00,OK,TIER_2,2,switzerland_super_league
2026-05-18,2026-05-18T15:00:00+01:00,1779112800,Premier League,233,2025,1533646,NS,El Geish,1039,Pharco,15736,Egypt,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-18T00:13:47.825983+00:00,COVERAGE_RICH,1.0,1.0,0.0,1.0,1.0,1,0.95,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,egypt_premier_league_noisy
2026-05-18,2026-05-18T18:00:00+01:00,1779123600,Premier League,233,2025,1533648,NS,El Mokawloon,1575,Wadi Degla,1046,Egypt,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-18T00:13:47.826168+00:00,COVERAGE_RICH,1.0,1.0,0.0,1.0,1.0,1,0.95,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,egypt_premier_league_noisy
2026-05-18,2026-05-18T18:00:00+01:00,1779123600,Premier League,233,2025,1533649,NS,Ghazl El Mehalla,13819,Al Ittihad,1572,Egypt,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-18T00:13:47.826172+00:00,COVERAGE_RICH,1.0,1.0,0.0,1.0,1.0,1,0.95,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,egypt_premier_league_noisy
2026-05-18,2026-05-18T15:00:00+01:00,1779112800,Premier League,233,2025,1533647,NS,Kahraba Ismailia,20458,Haras El Hodood,1576,Egypt,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-18T00:13:47.825988+00:00,COVERAGE_RICH,1.0,1.0,0.0,1.0,1.0,1,0.95,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,egypt_premier_league_noisy
2026-05-18,2026-05-18T23:00:00+01:00,1779141600,Serie B,72,2026,1520686,NS,Ponte Preta,139,Londrina,148,Brazil,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-18T00:13:47.826488+00:00,COVERAGE_RICH,1.0,1.0,0.0,1.0,1.0,1,0.95,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,brazil_serie_b_noisy
