rows_processed,full_rows,partial_rows,sparse_rows,none_rows,api_calls_made,cache_hits,api_errors,plan_limit_errors,avg_injuries_count_known,unknown_coverage_rows,generated_at_utc
5,3,0,0,2,5,0,0,0,7.0,2,2026-05-18T00:14:15.810791+00:00
