execution_rank,execution_shortlist_source,fixture_id,date,league,home_team,away_team,market_primary,final_execution_bucket,final_recommendation,execution_score,selection_score,primary_model_prob,primary_odds_used,primary_edge,actionable_result,actionable_profit_units,primary_result,primary_profit_units,ledger_result_status,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
1,PREMIUM_CORE,1494170,2026-05-18,Allsvenskan,Djurgardens IF,Sirius,OVER_2_5,APPROVED_PREMIUM,BET,133.2197604790419,88.36,0.8574,1.67,0.2585976047904191,PENDING,,PENDING,,PENDING,2026-05-18,2026-05-18T12:05:52+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-18-20260518T120552Z
2,PREMIUM_CORE,1545230,2026-05-18,Super League,FC Aarau,Grasshoppers,HOME_WIN,APPROVED_PREMIUM,BET,125.11695067264571,78.06,0.729,2.23,0.2805695067264573,PENDING,,PENDING,,PENDING,2026-05-18,2026-05-18T12:05:52+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-18-20260518T120552Z
3,PREMIUM_CORE,1392197,2026-05-18,Segunda División,Leganes,Huesca,OVER_1_5,APPROVED_PREMIUM,BET,121.25203007518796,89.08,0.8836,1.33,0.1317203007518798,PENDING,,PENDING,,PENDING,2026-05-18,2026-05-18T12:05:52+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-18-20260518T120552Z
4,PREMIUM_CORE,1494175,2026-05-18,Allsvenskan,Orgryte IS,IFK Goteborg,OVER_2_5,APPROVED_PREMIUM,BET,116.0213812154696,81.71,0.7056,1.81,0.1531138121546961,PENDING,,PENDING,,PENDING,2026-05-18,2026-05-18T12:05:52+00:00,POST,OFFICIAL_RESULTS,PASS,2026-05-18-20260518T120552Z
