summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,5,5,4,4,0,87.236,0.19557,16.8,12.0,4.8,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,4,4,4,4,0,84.3025,0.206,17.75,11.75,6.0,0.0
by_final_execution_bucket,BLOCKED,,,,,1,1,0,0,0,98.97,0.15385,13.0,13.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,4,4,4,4,0,84.3025,0.206,17.75,11.75,6.0,0.0
by_bucket_and_governance_status,BLOCKED,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,1,1,0,0,0,98.97,0.15385,13.0,13.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,4,4,4,4,0,84.3025,0.206,17.75,11.75,6.0,0.0
by_bucket_and_final_recommendation,BLOCKED,,WATCH,,,1,1,0,0,0,98.97,0.15385,13.0,13.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,3,3,3,3,0,82.71,0.23076,21.0,13.0,8.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,89.08,0.13172,8.0,8.0,0.0,0.0
by_bucket_and_execution_verdict,BLOCKED,,,WATCH,,1,1,0,0,0,98.97,0.15385,13.0,13.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,4,4,4,4,0,84.3025,0.206,17.75,11.75,6.0,0.0
by_bucket_and_best_evidence_tier,BLOCKED,,,,PREMIUM_EVIDENCE,1,1,0,0,0,98.97,0.15385,13.0,13.0,0.0,0.0
