comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,candidate_v4_rank,baseline_market,candidate_v2_market,candidate_v4_market,candidate_v4_original_market,candidate_v4_firewall_decision,candidate_v4_firewall_score,candidate_v4_firewall_action,baseline_primary_risk,candidate_v2_primary_risk,candidate_v4_primary_risk,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BASELINE+CANDIDATE_V2+CANDIDATE_V4,1392197,Leganes vs Huesca,Segunda División,1,1,1,OVER_1_5,OVER_1_5,OVER_1_5,OVER_1_5,NOT_APPLIED,0.0,NO_ACTION,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-18,2026-05-18T17:36:25+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-18-20260518T173625Z
