summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,12,10,3,3,0,93.4617,0.109805,6.5,4.5,2.0,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,3,3,3,3,0,95.5133,0.183674,17.0,13.0,4.0,0.0
by_final_execution_bucket,BLOCKED,,,,,2,1,0,0,0,97.505,0.057197,1.0,1.0,0.0,0.0
by_final_execution_bucket,DOWNGRADED,,,,,6,6,0,0,0,90.6983,0.107184,4.1667,2.1667,2.0,0.0
by_final_execution_bucket,WATCH,,,,,1,0,0,0,0,95.8,0.00914,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,3,3,3,3,0,95.5133,0.183674,17.0,13.0,4.0,0.0
by_bucket_and_governance_status,BLOCKED,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,1,1,0,0,0,98.6,0.121252,2.0,2.0,0.0,0.0
by_bucket_and_governance_status,BLOCKED,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,96.41,-0.006859,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,DOWNGRADED,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,1,1,0,0,0,91.18,0.37082,25.0,13.0,12.0,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,5,5,0,0,0,90.602,0.054456,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,95.8,0.00914,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,3,3,3,3,0,95.5133,0.183674,17.0,13.0,4.0,0.0
by_bucket_and_final_recommendation,BLOCKED,,NO_BET,,,1,0,0,0,0,96.41,-0.006859,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,BLOCKED,,WATCH,,,1,1,0,0,0,98.6,0.121252,2.0,2.0,0.0,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,6,6,0,0,0,90.6983,0.107184,4.1667,2.1667,2.0,0.0
by_bucket_and_final_recommendation,WATCH,,WATCH,,,1,0,0,0,0,95.8,0.00914,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,1,1,1,1,0,97.46,0.154882,13.0,13.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,100.0,0.24104,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,1,1,1,1,0,89.08,0.155099,13.0,13.0,0.0,0.0
by_bucket_and_execution_verdict,BLOCKED,,,NO_BET,,1,0,0,0,0,96.41,-0.006859,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,BLOCKED,,,WATCH,,1,1,0,0,0,98.6,0.121252,2.0,2.0,0.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,6,6,0,0,0,90.6983,0.107184,4.1667,2.1667,2.0,0.0
by_bucket_and_execution_verdict,WATCH,,,WATCH,,1,0,0,0,0,95.8,0.00914,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,3,3,3,3,0,95.5133,0.183674,17.0,13.0,4.0,0.0
by_bucket_and_best_evidence_tier,BLOCKED,,,,PREMIUM_EVIDENCE,1,1,0,0,0,98.6,0.121252,2.0,2.0,0.0,0.0
by_bucket_and_best_evidence_tier,BLOCKED,,,,,1,0,0,0,0,96.41,-0.006859,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,PREMIUM_EVIDENCE,1,1,0,0,0,91.18,0.37082,25.0,13.0,12.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,5,5,0,0,0,90.602,0.054456,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,WATCH,,,,,1,0,0,0,0,95.8,0.00914,0.0,0.0,0.0,0.0
