date,timezone,api_fixtures,local_date_fixtures,upcoming_fixtures,filtered_rows,scored_rows,shortlist_rows,deep_rows,approved_premium_rows,approved_standard_rows,approved_rows,downgraded_rows,blocked_rows,watch_rows,snapshot_dir,run_finished_at
2026-05-11,Atlantic/Canary,189,189,49,12,12,12,12,3,0,3,6,2,1,C:\vsigma\data\processed\today\2026-05-11,2026-05-11T17:43:19.581480+00:00
