date,result,provider,fixtures_returned,fixture_id,status_short,home_team,away_team,score_fulltime_home,score_fulltime_away
2026-04-25,OK,API-SPORTS_DIRECT,1710.0,,,,,,
2026-04-25T06:00:00+01:00,MATCHED,,,1504762.0,FT,Fagiano Okayama,Avispa Fukuoka,2.0,0.0
2026-04-25T06:00:00+01:00,MATCHED,,,1504763.0,FT,Shimizu S-pulse,Nagoya Grampus,0.0,2.0
2026-04-25T06:00:00+01:00,MATCHED,,,1504764.0,FT,Urawa,Yokohama F. Marinos,2.0,3.0
2026-04-25T06:00:00+01:00,MATCHED,,,1506950.0,FT,Gangwon FC,FC Seoul,1.0,2.0
2026-04-25T07:00:00+01:00,MATCHED,,,1504765.0,FT,Kawasaki Frontale,JEF United Chiba,2.0,1.0
2026-04-25T08:00:00+01:00,MATCHED,,,1504766.0,FT,Sanfrecce Hiroshima,Cerezo Osaka,2.0,1.0
2026-04-25T08:30:00+01:00,MATCHED,,,1506951.0,FT,Bucheon FC 1995,Gimcheon Sangmu FC,0.0,2.0
2026-04-25T08:30:00+01:00,MATCHED,,,1506952.0,FT,Incheon United,Jeju United FC,1.0,0.0
2026-04-25T10:30:00+01:00,MATCHED,,,1504767.0,PEN,V-varen Nagasaki,Gamba Osaka,1.0,1.0
2026-04-25T11:30:00+01:00,MATCHED,,,1419946.0,FT,Catanzaro,Spezia,4.0,2.0
2026-04-25T12:00:00+01:00,MATCHED,,,1388887.0,FT,Hertha BSC,Holstein Kiel,0.0,1.0
2026-04-25T12:00:00+01:00,MATCHED,,,1388889.0,FT,Karlsruher SC,Hannover 96,1.0,3.0
2026-04-25T12:00:00+01:00,MATCHED,,,1388892.0,FT,Preußen Münster,Arminia Bielefeld,2.0,3.0
2026-04-25T12:30:00+01:00,MATCHED,,,1379303.0,FT,Fulham,Aston Villa,1.0,0.0
2026-04-25T12:30:00+01:00,MATCHED,,,1386530.0,FT,Grimsby,Swindon Town,4.0,0.0
2026-04-25T12:30:00+01:00,MATCHED,,,1386531.0,FT,Milton Keynes Dons,Tranmere,3.0,0.0
2026-04-25T12:30:00+01:00,MATCHED,,,1387085.0,FT,Charlton,Hull City,2.0,1.0
2026-04-25T12:30:00+01:00,MATCHED,,,1387088.0,FT,West Brom,Ipswich,0.0,0.0
2026-04-25T12:30:00+01:00,MATCHED,,,1387089.0,FT,Middlesbrough,Watford,5.0,1.0
2026-04-25T12:30:00+01:00,MATCHED,,,1387634.0,FT,Doncaster,Stevenage,1.0,1.0
2026-04-25T12:30:00+01:00,MATCHED,,,1387640.0,FT,Stockport County,Peterborough,3.0,1.0
2026-04-25T12:30:00+01:00,MATCHED,,,1394706.0,FT,Eyüpspor,Gaziantep FK,3.0,0.0
2026-04-25T13:00:00+01:00,MATCHED,,,1389393.0,FT,Reims,Nancy,1.0,1.0
2026-04-25T13:00:00+01:00,MATCHED,,,1389394.0,FT,Grenoble,Le Mans,1.0,1.0
2026-04-25T13:00:00+01:00,MATCHED,,,1391129.0,FT,Alaves,Mallorca,2.0,1.0
2026-04-25T14:00:00+01:00,MATCHED,,,1378201.0,FT,Parma,Pisa,1.0,0.0
2026-04-25T14:00:00+01:00,MATCHED,,,1387972.0,FT,Lyon,Auxerre,3.0,2.0
2026-04-25T14:00:00+01:00,MATCHED,,,1419942.0,FT,Reggiana,Palermo,1.0,1.0
2026-04-25T14:00:00+01:00,MATCHED,,,1419944.0,FT,Sudtirol,Mantova,0.0,3.0
2026-04-25T14:00:00+01:00,MATCHED,,,1419948.0,FT,Pescara,Juve Stabia,1.0,1.0
2026-04-25T14:00:00+01:00,MATCHED,,,1419949.0,FT,Virtus Entella,Padova,1.0,0.0
2026-04-25T14:00:00+01:00,MATCHED,,,1419950.0,FT,Frosinone,Carrarese,3.0,0.0
2026-04-25T14:30:00+01:00,MATCHED,,,1388578.0,FT,FC Augsburg,Eintracht Frankfurt,1.0,1.0
2026-04-25T14:30:00+01:00,MATCHED,,,1388580.0,FT,1. FC Köln,Bayer Leverkusen,1.0,2.0
2026-04-25T14:30:00+01:00,MATCHED,,,1388582.0,FT,1. FC Heidenheim,FC St. Pauli,2.0,0.0
2026-04-25T14:30:00+01:00,MATCHED,,,1388583.0,FT,FSV Mainz 05,Bayern München,3.0,4.0
2026-04-25T14:30:00+01:00,MATCHED,,,1388586.0,FT,VfL Wolfsburg,Borussia Mönchengladbach,0.0,0.0
2026-04-25T15:00:00+01:00,MATCHED,,,1379304.0,FT,Liverpool,Crystal Palace,3.0,1.0
