shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,execution_fragility_reason,execution_market_fit_status,execution_market_fit_note,execution_preferred_safer_market,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,recent_stats_quality_flag,recent_stats_process_score,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_injuries_count,away_injuries_count,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,score_fulltime_home,score_fulltime_away,goals_home,goals_away,status,resolved_home_goals,resolved_away_goals,match_finished_flag,primary_result,alt_result,primary_profit_units,alt_profit_units,actionable_flag,actionable_result,actionable_profit_units
1,TOP_CORE,TOP_CORE,2026-05-01,Italy,Serie B,1419955,Spezia,Venezia,104.51,98.61,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,TOP_CORE,MODEL_ONLY,TOP_CORE,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9188,,,,0.793,,,,1.0,3.17,4.17,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-14016.27,0.0,1.0,11.0,11.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.00 | visitante 3.17,"Market edge primario: prob 0.919 | sin cuota útil, fallback modelo",Bias lado: -4.24 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=FULL hSOT=4.40 aSOT=5.40 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,19.0,1.0,1.0,1.0,0.875,2.25,1.875,1.875,2.375,0.5,0.75,0.875,0.0,0.5,0.75,0.5,1.0,0.875,0.75,0.375,13.4,14.4,12.8,10.8,4.4,5.4,5.2,3.0,47.8,68.4,3.6,4.0,3.4,5.6,18.6,15.4,2.6,1.4,1.4,1.4,3.6,4.0,2.0,2.0,2.0,2.0,FT,2.0,2.0,1,WIN,PUSH,,0.0,0,SKIPPED,
2,TOP_CORE,TOP_CORE,2026-05-01,Italy,Serie B,1419952,Juve Stabia,Frosinone,103.82,97.92,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,TOP_CORE,MODEL_ONLY,TOP_CORE,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9071,,,,0.6556,,,,1.33,2.66,3.99,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-14016.27,0.0,1.0,11.0,11.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,3.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.33 | visitante 2.66,"Market edge primario: prob 0.907 | sin cuota útil, fallback modelo",Bias lado: -2.81 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=FULL hSOT=5.00 aSOT=6.20 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,7.0,2.0,0.0,1.0,1.25,2.5,1.375,2.25,1.375,0.75,0.875,1.0,0.125,0.375,0.75,0.625,1.0,1.0,0.375,0.75,11.8,17.0,12.8,14.8,5.0,6.2,4.6,5.0,47.0,51.8,3.6,5.8,3.2,5.0,11.4,14.0,1.6,3.4,1.8,1.8,3.2,5.4,0.0,1.0,0.0,1.0,FT,0.0,1.0,1,LOSS,WIN,-1.0,,0,SKIPPED,
3,CORE_SHORTLIST,CORE,2026-05-01,Spain,Segunda División,1392175,Deportivo La Coruna,Leganes,101.86,95.96,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8857,,,,0.7281,,,,2.71,1.02,3.73,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-13806.27,0.0,1.0,11.0,11.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.71 | visitante 1.02,"Market edge primario: prob 0.886 | sin cuota útil, fallback modelo",Bias lado: +3.14 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=4.20 aSOT=4.40 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,2.0,16.0,1.0,0.0,2.0,1.0,1.625,1.375,0.875,1.875,1.0,0.625,0.125,0.125,0.875,0.625,1.0,0.875,0.375,0.625,13.2,12.8,12.0,15.2,4.2,4.4,3.0,6.6,51.0,48.2,5.2,5.6,7.0,5.8,15.2,12.8,2.0,2.0,2.4,1.4,3.8,3.8,2.0,1.0,2.0,1.0,FT,2.0,1.0,1,WIN,WIN,,,0,SKIPPED,
4,CORE_SHORTLIST,CORE,2026-05-01,Italy,Serie B,1419957,Modena,Reggiana,97.74,91.84,HIGH,2-1 / 1-0 / 2-0,OVER_1_5,HOME_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,10,0,0,10,GENERIC_BROAD,primary_model_prob >= 0.6901,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7753,,,,0.7102,,,,2.15,0.69,2.84,FULL,3.79,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-14016.27,0.0,1.0,11.0,11.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,5.0,1.0,1.0,0.45,0.22,0.2,0.45,0.33,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.15 | visitante 0.69,"Market edge primario: prob 0.775 | sin cuota útil, fallback modelo",Bias lado: +2.58 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=4.80 aSOT=2.80 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.33,6.0,18.0,0.0,1.0,1.125,0.625,1.25,0.625,1.25,1.75,0.75,0.5,0.25,0.25,0.625,0.375,0.75,0.75,0.625,0.375,15.6,9.2,13.6,17.6,4.8,2.8,6.0,6.2,53.8,37.6,5.4,2.6,5.4,6.2,15.6,15.8,1.8,2.4,0.8,2.6,3.6,1.8,2.0,1.0,2.0,1.0,FT,2.0,1.0,1,WIN,WIN,,,0,SKIPPED,
5,CORE_SHORTLIST,CORE,2026-05-01,England,Premier League,1379315,Leeds,Burnley,97.71,91.81,HIGH,2-1 / 1-0 / 2-0,OVER_1_5,HOME_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,10,0,0,10,GENERIC_BROAD,primary_model_prob >= 0.6901,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7913,,,,0.7155,,,,2.22,0.72,2.94,FULL,4.0,5.0,5.0,1.0,1.0,2.0,3.0,FULL,FULL,2.0,3.0,MEDIUM,HIGH,FULL,5.0,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-13656.27,0.0,1.0,11.0,11.0,1.0,1.0,2.0,1.0,3.0,5.0,5.0,4.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.22 | visitante 0.72,"Market edge primario: prob 0.791 | sin cuota útil, fallback modelo",Bias lado: +2.85 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=5.20 aSOT=3.20 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=2.00 aRisk=3.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,16.0,19.0,0.5,1.0,1.625,0.25,1.5,0.75,0.75,2.125,0.625,0.5,0.5,0.125,0.375,0.5,0.625,0.75,0.625,0.375,14.6,9.4,14.8,19.0,5.2,3.2,5.2,5.6,46.4,43.2,3.8,5.2,7.8,6.2,11.6,9.8,2.2,1.75,0.2,1.4,3.6,3.6,3.0,1.0,3.0,1.0,FT,3.0,1.0,1,WIN,WIN,,,0,SKIPPED,
6,WATCHLIST,WATCH,2026-05-01,Italy,Serie B,1419956,Mantova,Monza,97.07,91.17,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,UNDER_3_5,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8564,,,,0.5523,,,,1.58,1.85,3.43,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-14016.27,0.0,1.0,11.0,11.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.58 | visitante 1.85,"Market edge primario: prob 0.856 | sin cuota útil, fallback modelo",Bias lado: -0.89 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=FULL hSOT=4.20 aSOT=4.00 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,9.0,3.0,0.0,1.0,2.0,1.875,1.75,1.625,0.75,0.75,0.875,0.875,0.625,0.625,0.25,0.375,0.875,0.75,0.5,0.375,11.2,14.2,9.2,12.4,4.2,4.0,2.2,3.6,59.4,47.4,4.0,6.4,2.6,3.0,16.0,11.6,2.6,1.6,1.6,1.2,3.8,4.8,3.0,2.0,3.0,2.0,FT,3.0,2.0,1,WIN,LOSS,,-1.0,0,SKIPPED,
7,WATCHLIST,WATCH,2026-05-01,Spain,Segunda División,1396986,FC Andorra,Albacete,96.61,90.71,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,OVER_2_5,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9343,,,,0.816,,,,2.67,1.75,4.42,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-13941.27,0.0,1.0,11.0,11.0,1.0,1.0,3.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,0.45,0.4,0.45,0.45,0.438,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.67 | visitante 1.75,"Market edge primario: prob 0.934 | sin cuota útil, fallback modelo",Bias lado: +1.70 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=6.20 aSOT=3.60 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.44,10.0,12.0,0.0,0.0,2.125,1.375,2.5,1.875,0.875,1.5,0.875,0.875,0.5,0.125,0.375,0.75,0.625,1.0,0.5,0.75,14.6,12.4,10.6,13.2,6.2,3.6,4.4,4.4,64.0,49.0,6.0,5.0,4.8,6.0,13.0,12.2,1.8,3.0,2.0,1.25,3.0,3.6,0.0,1.0,0.0,1.0,FT,0.0,1.0,1,LOSS,LOSS,-1.0,-1.0,0,SKIPPED,
8,WATCHLIST,WATCH,2026-05-01,Italy,Serie B,1419959,Empoli,Avellino,95.74,89.84,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8539,,,,0.6269,,,,1.14,2.27,3.41,FULL,3.56,5.0,5.0,1.0,1.0,2.0,0.0,FULL,FULL,2.0,0.0,MEDIUM,LOW,FULL,2.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-14016.27,0.0,1.0,11.0,11.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.14 | visitante 2.27,"Market edge primario: prob 0.854 | sin cuota útil, fallback modelo",Bias lado: -2.01 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=FULL hSOT=3.00 aSOT=3.40 | availability=AVAILABILITY_SAFE inj=FULL hRisk=2.00 aRisk=0.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,15.0,8.0,0.5,0.0,0.75,2.0,1.25,1.5,1.625,1.0,0.625,0.875,0.0,0.375,0.625,0.5,0.75,0.875,0.375,0.375,13.8,10.2,13.8,9.6,3.0,3.4,4.6,2.6,50.4,48.4,5.2,3.8,6.8,5.0,17.4,16.2,1.6,2.6,2.0,2.2,4.4,2.0,1.0,0.0,1.0,0.0,FT,1.0,0.0,1,LOSS,LOSS,-1.0,-1.0,0,SKIPPED,
9,WATCHLIST,WATCH,2026-05-01,Norway,Eliteserien,1494644,Viking,Rosenborg,94.36,89.16,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9072,,,,0.7912,,,,3.06,0.94,4.0,PARTIAL,3.2,4.0,4.0,0.8,0.8,10.0,6.0,FULL,FULL,10.0,5.2,HIGH,HIGH,FULL,15.2,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-13836.27,0.0,1.0,11.0,11.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 3.06 | visitante 0.94,"Market edge primario: prob 0.907 | sin cuota útil, fallback modelo",Bias lado: +3.88 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=PARTIAL hSOT=6.75 aSOT=3.75 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=10.00 aRisk=5.20 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,2.0,13.0,1.0,0.5,2.25,1.0,2.5,1.125,1.0,1.625,1.0,0.5,0.375,0.125,0.625,0.5,0.875,0.875,0.875,0.375,17.0,10.5,10.5,14.75,6.75,3.75,2.5,5.5,48.0,48.5,5.0,6.25,6.75,7.25,11.5,10.25,2.25,2.0,1.5,1.0,4.75,2.75,3.0,0.0,3.0,0.0,FT,3.0,0.0,1,WIN,WIN,,,0,SKIPPED,
10,WATCHLIST,WATCH,2026-05-01,Turkey,Süper Lig,1394714,Gaziantep FK,Beşiktaş,92.03,86.83,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,17,7,0,10,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963,Non-actionable recommendation matched promoted rule context; no upgrade applied.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8669,,,,0.6208,,,,1.21,2.32,3.53,FULL,4.0,5.0,5.0,1.0,1.0,5.0,3.0,FULL,FULL,4.6,2.6,HIGH,MEDIUM,FULL,7.2,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-13776.28,0.0,1.0,11.0,11.0,1.0,1.0,2.0,1.0,5.0,3.0,2.0,5.0,1.0,1.0,0.4,0.22,0.45,0.45,0.38,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.21 | visitante 2.32,"Market edge primario: prob 0.867 | sin cuota útil, fallback modelo",Bias lado: -2.20 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=FULL hSOT=4.80 aSOT=5.80 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=4.60 aRisk=2.60 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.38,12.0,4.0,0.0,0.5,1.0,1.625,1.375,1.5,2.0,0.875,0.75,0.625,0.125,0.375,0.625,0.375,1.0,0.625,0.75,0.5,13.4,16.6,16.2,11.8,4.8,5.8,6.0,4.0,47.2,56.8,4.0,6.4,6.2,4.8,13.8,11.8,2.0,2.0,1.2,1.4,3.6,5.8,0.0,2.0,0.0,2.0,FT,0.0,2.0,1,WIN,WIN,,,0,SKIPPED,
