date,result,provider,fixtures_returned,fixture_id,status_short,home_team,away_team,score_fulltime_home,score_fulltime_away
2026-05-01,OK,API-SPORTS_DIRECT,511.0,,,,,,
2026-05-01T01:00:00+01:00,MATCHED,,,1535184.0,FT,Tigre,America de Cali,2.0,0.0
2026-05-01T01:00:00+01:00,MATCHED,,,1535269.0,FT,Corinthians,Penarol,2.0,0.0
2026-05-01T01:30:00+01:00,MATCHED,,,1535173.0,FT,RB Bragantino,River Plate,0.0,1.0
2026-05-01T03:00:00+01:00,MATCHED,,,1535170.0,FT,Alianza Atletico,Macara,0.0,2.0
2026-05-01T03:00:00+01:00,MATCHED,,,1535273.0,FT,Independiente Medellin,Cusco,1.0,0.0
2026-05-01T14:00:00+01:00,MATCHED,,,1419951.0,FT,Palermo,Catanzaro,3.0,2.0
2026-05-01T14:00:00+01:00,MATCHED,,,1419952.0,FT,Juve Stabia,Frosinone,0.0,1.0
2026-05-01T14:00:00+01:00,MATCHED,,,1419953.0,FT,Sampdoria,Sudtirol,1.0,0.0
2026-05-01T14:00:00+01:00,MATCHED,,,1419954.0,FT,Carrarese,Cesena,0.0,0.0
2026-05-01T14:00:00+01:00,MATCHED,,,1419955.0,FT,Spezia,Venezia,2.0,2.0
2026-05-01T14:00:00+01:00,MATCHED,,,1419956.0,FT,Mantova,Monza,3.0,2.0
2026-05-01T14:00:00+01:00,MATCHED,,,1419957.0,FT,Modena,Reggiana,2.0,1.0
2026-05-01T14:00:00+01:00,MATCHED,,,1419958.0,FT,Bari,Virtus Entella,2.0,0.0
2026-05-01T14:00:00+01:00,MATCHED,,,1419959.0,FT,Empoli,Avellino,1.0,0.0
2026-05-01T14:00:00+01:00,MATCHED,,,1419960.0,FT,Padova,Pescara,1.0,0.0
2026-05-01T15:00:00+01:00,MATCHED,,,1394718.0,FT,Rizespor,Konyaspor,3.0,2.0
2026-05-01T15:15:00+01:00,MATCHED,,,1396986.0,FT,FC Andorra,Albacete,0.0,1.0
2026-05-01T17:00:00+01:00,MATCHED,,,1494644.0,FT,Viking,Rosenborg,3.0,0.0
2026-05-01T17:30:00+01:00,MATCHED,,,1392175.0,FT,Deportivo La Coruna,Leganes,2.0,1.0
2026-05-01T18:00:00+01:00,MATCHED,,,1394714.0,FT,Gaziantep FK,Beşiktaş,0.0,2.0
2026-05-01T18:00:00+01:00,MATCHED,,,1530580.0,FT,Brondby,FC Nordsjaelland,1.0,1.0
2026-05-01T19:00:00+01:00,MATCHED,,,1544643.0,PEN,Waalwijk,Roda,1.0,1.0
2026-05-01T19:45:00+01:00,MATCHED,,,1378210.0,FT,Pisa,Lecce,1.0,2.0
2026-05-01T19:45:00+01:00,MATCHED,,,1536974.0,FT,Cercle Brugge,Zulte Waregem,2.0,3.0
2026-05-01T19:45:00+01:00,MATCHED,,,1540008.0,FT,Livingston,Aberdeen,2.0,2.0
2026-05-01T20:00:00+01:00,MATCHED,,,1379315.0,FT,Leeds,Burnley,3.0,1.0
2026-05-01T20:00:00+01:00,MATCHED,,,1391154.0,FT,Girona,Mallorca,0.0,1.0
2026-05-01T20:00:00+01:00,MATCHED,,,1392182.0,FT,Zaragoza,Granada CF,0.0,1.0
