target_date,generated_at,final_rank,fixture_id,league,home_team,away_team,market_primary,base_final_recommendation,base_execution_verdict,base_execution_score,base_primary_edge,base_model_prob,context_gate_decision,objective_override_status,context_objective_edge,objective_availability_decision,lineup_status,availability_status,pick_failure_mode,adjusted_final_status,adjusted_reason,recommended_action,stake_band,auto_apply,production_change,guardrail_status
2026-05-26,2026-05-26T21:53:21+01:00,1,1535324,CONMEBOL Libertadores,LDU de Quito,Always Ready,UNDER_3_5,BET,CORE_SHORTLIST,111.77573248407643,0.1164573248407643,0.7534,OBJECTIVE_NEUTRAL_OR_UNKNOWN,PROXY_ONLY,NEUTRAL,WAIT_PRELOCK,WAIT_PRELOCK,AVAILABILITY_UNKNOWN_OR_CLEAN,AVALANCHE_RISK,WAIT_PRELOCK,objective/availability gate requires prelock or lineup confirmation,Wait for prelock before execution,NO_PREMATCH_STAKE,NO,NO,DATED_UPSTREAM_ONLY_CONTEXT_ADJUSTED_REPORT
