target_date,generated_at,rank,fixture_id,home_team,away_team,forecast_confidence,forecast_warning,portfolio_status,context_level,market_hint,stat_profile,primary_stat_market,secondary_stat_market,execution_permission,stake_band,translation_score,translation_reason,kill_switch,source_guard,auto_apply,production_change
2026-05-26,2026-05-26T21:53:21+01:00,1,1535324,LDU de Quito,Always Ready,MEDIUM,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,REVIEW_ONLY,L6_REVIEW,OVER_OR_BTTS_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | HIGH_CORNER_VOLUME | HIGH_CARD_RISK | BOTH_TEAMS_THREAT,BTTS_YES_REVIEW,OVER_1_5_REVIEW,LIVE_ONLY,SYMBOLIC_ONLY,23,stat_score=35; confidence=MEDIUM 62.6; portfolio=REVIEW_ONLY; lineups/context require live or prelock confirmation,NONE,DATED_INPUT_ONLY,NO,NO
2026-05-26,2026-05-26T21:53:21+01:00,2,1535231,Sao Paulo,Boston River,MEDIUM,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,NO_PORTFOLIO_CONTEXT,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,HIGH_TEMPO | MEDIUM_SHOT_VOLUME | HIGH_CORNER_VOLUME | MEDIUM_CARD_RISK | ONE_SIDE_THREAT,UNDER_3_5_REVIEW,CORNERS_OVER_8_5_REVIEW,NO_BET_OR_WATCH,NO_STAKE_OR_SYMBOLIC,11,stat_score=29; confidence=MEDIUM 62.6; portfolio=NO_PORTFOLIO_CONTEXT; no portfolio/context confirmation and score not strong enough,NO_PORTFOLIO_CONTEXT,DATED_INPUT_ONLY,NO,NO
2026-05-26,2026-05-26T21:53:21+01:00,3,1535223,Gremio,Atletico Torque,MEDIUM,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,NO_PORTFOLIO_CONTEXT,,OVER_OR_BTTS_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | LOW_CORNER_VOLUME | HIGH_CARD_RISK | BALANCED_THREAT,UNDER_3_5_REVIEW,NO_GOALS_AGGRESSION,NO_BET_OR_WATCH,NO_STAKE_OR_SYMBOLIC,2,stat_score=20; confidence=MEDIUM 62.6; portfolio=NO_PORTFOLIO_CONTEXT; no portfolio/context confirmation and score not strong enough,NO_PORTFOLIO_CONTEXT,DATED_INPUT_ONLY,NO,NO
2026-05-26,2026-05-26T21:53:21+01:00,4,1535226,Palestino,Deportivo Riestra,MEDIUM,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,NO_PORTFOLIO_CONTEXT,,NO_DATA_ENRICHMENT_REQUIRED,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | LOW_CORNER_VOLUME | HIGH_CARD_RISK | ONE_SIDE_THREAT,UNDER_3_5_REVIEW,NO_GOALS_AGGRESSION,NO_BET_OR_WATCH,NO_STAKE_OR_SYMBOLIC,2,stat_score=20; confidence=MEDIUM 62.6; portfolio=NO_PORTFOLIO_CONTEXT; no portfolio/context confirmation and score not strong enough,NO_PORTFOLIO_CONTEXT,DATED_INPUT_ONLY,NO,NO
2026-05-26,2026-05-26T21:53:21+01:00,5,1535323,Lanus,Mirassol,MEDIUM,LINEUPS_INACTIVE,NO_PORTFOLIO_CONTEXT,,OVER_OR_BTTS_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | HIGH_CARD_RISK | BALANCED_THREAT,CARDS_OVER_3_5_REVIEW,CARDS_OVER_4_5_AGGRESSIVE,NO_BET_OR_WATCH,NO_STAKE_OR_SYMBOLIC,-2,stat_score=8; confidence=MEDIUM 71.6; portfolio=NO_PORTFOLIO_CONTEXT; negative translation score after guards,NEGATIVE_TRANSLATION_SCORE,DATED_INPUT_ONLY,NO,NO
2026-05-26,2026-05-26T21:53:21+01:00,6,1535224,Millonarios,O'Higgins,MEDIUM,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,NO_PORTFOLIO_CONTEXT,,OVER_OR_BTTS_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | HIGH_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,CORNERS_OVER_8_5_REVIEW,CORNERS_OVER_9_5_AGGRESSIVE,NO_BET_OR_WATCH,NO_STAKE_OR_SYMBOLIC,-7,stat_score=11; confidence=MEDIUM 62.6; portfolio=NO_PORTFOLIO_CONTEXT; negative translation score after guards,NEGATIVE_TRANSLATION_SCORE,DATED_INPUT_ONLY,NO,NO
