comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,candidate_v7_rank,baseline_market,candidate_v2_market,candidate_v7_market,candidate_v7_decision,candidate_v7_required_edge,candidate_v7_actual_edge,candidate_v7_drift_status,candidate_v7_clv_direction,candidate_v7_execution_status,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BASELINE,1535324,LDU de Quito vs Always Ready,CONMEBOL Libertadores,1,,,UNDER_3_5,,,,,,,,,2026-05-26,2026-05-26T19:32:48+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-26-20260526T193248Z
