ledger_id,target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,candidate_present,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,execution_family_status,decision_source,competition_calibrated_prob,accuracy_confidence_score,accuracy_primary_risk,resolver_run_id,cloud_summary_status,is_actionable,is_non_actionable,is_expired,is_waiting,is_blocked,is_technical_review
2026-05-26::NO_FIXTURE::NO_MARKET::NO_BET,2026-05-26,2026-05-26T19:14:40+01:00,,,,,,NO,NO_BET,NO,NO_CANDIDATES,NO,,NO_CANDIDATES,NO_CANDIDATES,,,,,MISSING,NO,YES,NO,NO,YES,NO
2026-05-26::1535324::UNDER_3_5::WAIT,2026-05-26,2026-05-26T20:32:58+01:00,1535324.0,CONMEBOL Libertadores,LDU de Quito,Always Ready,UNDER_3_5,YES,WAIT,NO,OUTSIDE_PRELOCK_WINDOW,YES,2026-05-26T22:00+01:00,WAITING_FOR_WINDOW,vsigma_today_competition_top.csv,0.770525,127.772,FAILURE_MODE_AVALANCHE_RISK,2026-05-26-20260526T193248Z,WAITING_FOR_WINDOW,NO,YES,NO,YES,NO,NO
