target_date,generated_at,board_rank,fixture_id,home_team,away_team,final_decision,board_bucket,primary_market,secondary_market,stake_band,execution_permission,portfolio_status,context_level,forecast_confidence,forecast_warning,translation_score,kill_switch,stat_profile,key_stat_forecast,prelock_trigger,live_trigger,cancel_trigger,operator_note,source_guard,auto_apply,production_change
2026-05-26,2026-05-26T21:53:21+01:00,1,1535324,LDU de Quito,Always Ready,LIVE_ONLY,LIVE_CANDIDATE,BTTS_YES_REVIEW,OVER_1_5_REVIEW,SYMBOLIC_ONLY,LIVE_ONLY,REVIEW_ONLY,L6_REVIEW,MEDIUM,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,23,NONE,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | HIGH_CORNER_VOLUME | HIGH_CARD_RISK | BOTH_TEAMS_THREAT,goals 1.16-2.22 | shots 21-33 | SoT 6-12 | corners 9-16 | cards 4-9,price remains above minimum; market not over-compressed; lineups confirmed,"live tempo: early shots, SoT threat, box entries, pressure and no dead 0-0 rhythm",bad or incomplete lineups,No prematch serious stake; require live tempo and chance confirmation.,DATED_INPUT_ONLY,NO,NO
2026-05-26,2026-05-26T21:53:21+01:00,2,1535231,Sao Paulo,Boston River,NO_BET_OR_WATCH,WEAK_WATCH,UNDER_3_5_REVIEW,CORNERS_OVER_8_5_REVIEW,NO_STAKE_OR_SYMBOLIC,NO_BET_OR_WATCH,NO_PORTFOLIO_CONTEXT,,MEDIUM,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,11,NO_PORTFOLIO_CONTEXT,HIGH_TEMPO | MEDIUM_SHOT_VOLUME | HIGH_CORNER_VOLUME | MEDIUM_CARD_RISK | ONE_SIDE_THREAT,goals 1.49-2.76 | shots 21-34 | SoT 5-10 | corners 11-19 | cards 2-5,none,"live control: low SoT, low big chances, stable defensive structure",default no bet; no portfolio/context confirmation; bad or incomplete lineups,No stake; watch only if live data dramatically changes context.,DATED_INPUT_ONLY,NO,NO
2026-05-26,2026-05-26T21:53:21+01:00,3,1535223,Gremio,Atletico Torque,NO_BET_OR_WATCH,WEAK_WATCH,UNDER_3_5_REVIEW,NO_GOALS_AGGRESSION,NO_STAKE_OR_SYMBOLIC,NO_BET_OR_WATCH,NO_PORTFOLIO_CONTEXT,,MEDIUM,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,2,NO_PORTFOLIO_CONTEXT,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | LOW_CORNER_VOLUME | HIGH_CARD_RISK | BALANCED_THREAT,goals 1.11-2.14 | shots 19-31 | SoT 4-9 | corners 5-10 | cards 3-9,none,"live control: low SoT, low big chances, stable defensive structure",default no bet; no portfolio/context confirmation; bad or incomplete lineups,No stake; watch only if live data dramatically changes context.,DATED_INPUT_ONLY,NO,NO
2026-05-26,2026-05-26T21:53:21+01:00,4,1535226,Palestino,Deportivo Riestra,NO_BET_OR_WATCH,WEAK_WATCH,UNDER_3_5_REVIEW,NO_GOALS_AGGRESSION,NO_STAKE_OR_SYMBOLIC,NO_BET_OR_WATCH,NO_PORTFOLIO_CONTEXT,,MEDIUM,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,2,NO_PORTFOLIO_CONTEXT,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | LOW_CORNER_VOLUME | HIGH_CARD_RISK | ONE_SIDE_THREAT,goals 0.92-1.83 | shots 17-28 | SoT 4-9 | corners 5-10 | cards 4-9,none,"live control: low SoT, low big chances, stable defensive structure",default no bet; no portfolio/context confirmation; bad or incomplete lineups,No stake; watch only if live data dramatically changes context.,DATED_INPUT_ONLY,NO,NO
2026-05-26,2026-05-26T21:53:21+01:00,5,1535323,Lanus,Mirassol,NO_BET_OR_WATCH,WEAK_WATCH,CARDS_OVER_3_5_REVIEW,CARDS_OVER_4_5_AGGRESSIVE,NO_STAKE_OR_SYMBOLIC,NO_BET_OR_WATCH,NO_PORTFOLIO_CONTEXT,,MEDIUM,LINEUPS_INACTIVE,-2,NEGATIVE_TRANSLATION_SCORE,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | HIGH_CARD_RISK | BALANCED_THREAT,goals 1.16-2.09 | shots 19-30 | SoT 6-11 | corners 7-13 | cards 4-9,none,"live tempo: early shots, SoT threat, box entries, pressure and no dead 0-0 rhythm",default no bet; bad or incomplete lineups,No stake; watch only if live data dramatically changes context.,DATED_INPUT_ONLY,NO,NO
2026-05-26,2026-05-26T21:53:21+01:00,6,1535224,Millonarios,O'Higgins,NO_BET_OR_WATCH,WEAK_WATCH,CORNERS_OVER_8_5_REVIEW,CORNERS_OVER_9_5_AGGRESSIVE,NO_STAKE_OR_SYMBOLIC,NO_BET_OR_WATCH,NO_PORTFOLIO_CONTEXT,,MEDIUM,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS,-7,NEGATIVE_TRANSLATION_SCORE,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | HIGH_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,goals 1.59-2.91 | shots 20-32 | SoT 5-11 | corners 8-15 | cards 2-6,none,"live tempo: early shots, SoT threat, box entries, pressure and no dead 0-0 rhythm",default no bet; bad or incomplete lineups,No stake; watch only if live data dramatically changes context.,DATED_INPUT_ONLY,NO,NO
