comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,candidate_v5_rank,baseline_market,candidate_v2_market,candidate_v5_market,candidate_v5_original_market,candidate_v5_action,candidate_v5_hint,baseline_primary_risk,candidate_v2_primary_risk,candidate_v5_primary_risk,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BASELINE,1535324,LDU de Quito vs Always Ready,CONMEBOL Libertadores,1,,,UNDER_3_5,,,,,,FAILURE_MODE_AVALANCHE_RISK,,,2026-05-26,2026-05-26T19:32:48+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-26-20260526T193248Z
