summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,6.0,6.0,6.0,0.661,0.653,0.0,60.0,0.0,2026-05-26T19:32:37.000031+00:00,,
home_quality_flag,,,,,,,,,,FULL,4.0
home_quality_flag,,,,,,,,,,PARTIAL,2.0
away_quality_flag,,,,,,,,,,FULL,5.0
away_quality_flag,,,,,,,,,,PARTIAL,1.0
