target_date,generated_at,rows_reviewed,evaluated_rows,pending_rows,learning_only_rows,promoted_rows,grade_counts,source_grade_summary,auto_apply,production_change
2026-08-24,2026-08-24T22:53:21+01:00,0,0,0,0,0,none,none,NO,NO
