target_date,generated_at,rows_processed,eligible_fixtures,api_calls_made,cache_hits,lineup_rows_written,full_lineup_rows,no_lineup_rows,api_errors,key_status,api_status_counts,auto_apply,production_change
2026-08-24,2026-08-24T09:10:57+01:00,3,0,0,0,462,437,0,0,API_SPORTS,none,NO,NO
