target_date,generated_at,registry_rules,rows_reviewed,in_sample_rows,out_of_sample_rows,pending_rows,evaluated_rows,oos_evaluated_rows,oos_hit_rows,oos_miss_rows,oos_void_rows,oos_hit_rate_pct,oos_hit_or_void_rate_pct,oos_class_counts,oos_outcome_counts,rule_market_counts,activation_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-08-24,2026-08-24T09:11:26+01:00,60,38,0,38,0,38,38,28,0,10,73.7,100.0,OUT_OF_SAMPLE=38,HIT=28; VOID=10,API_DNB=10; API_DOUBLE_CHANCE=10; OVER_1_5=10; UNDER_3_5=8,NO_RULE_ACTIVATION_PERMISSION=38,NO_PICK_PERMISSION=38,NO_STAKE_PERMISSION=38,Collect future OUT_OF_SAMPLE rows. No rule activation before sufficient out-of-sample sample size.,NO,NO
