target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,source_path,raw_trust_status,trust_reason,allowed_downstream_use,auto_apply,production_change
2026-07-03,2026-07-03T21:39:07+01:00,1494200,Allsvenskan,Sweden,Sirius,Mjallby AIF,2026-07-03T18:00:00+01:00,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-03,2026-07-03T21:39:07+01:00,1547580,A Lyga,Lithuania,Džiugas Telšiai,Kauno Žalgiris,2026-07-03T17:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-03,2026-07-03T21:39:07+01:00,1506633,1. Deild,Faroe-Islands,B36 II,Hoyvík,2026-07-03T19:30:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-03,2026-07-03T21:39:07+01:00,1514220,1. Deild,Iceland,Grotta,HK Kopavogur,2026-07-03T20:15:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-03,2026-07-03T21:39:07+01:00,1514221,1. Deild,Iceland,IR Reykjavik,Afturelding,2026-07-03T20:15:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-03,2026-07-03T21:39:07+01:00,1514222,1. Deild,Iceland,Njardvik,Throttur Reykjavik,2026-07-03T20:15:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-03,2026-07-03T21:39:07+01:00,1514219,1. Deild,Iceland,Ægir,Fylkir,2026-07-03T20:15:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-03,2026-07-03T21:39:07+01:00,1534780,1. Division,Kazakhstan,Arys,Yelimay Semey 2,2026-07-03T13:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-03,2026-07-03T21:39:07+01:00,1495882,1. Division,Norway,Kongsvinger,Sogndal,2026-07-03T17:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-03,2026-07-03T21:39:07+01:00,1534356,1. Division,Belarus,Minsk II,Gomel II,2026-07-03T13:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-03,2026-07-03T21:39:07+01:00,1495885,1. Division,Norway,Ranheim,Stabaek,2026-07-03T18:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-03,2026-07-03T21:39:07+01:00,1495886,1. Division,Norway,Raufoss,Strommen,2026-07-03T17:00:00+01:00,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
