comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,candidate_v6_rank,baseline_market,candidate_v2_market,candidate_v6_market,candidate_v6_action,candidate_v6_alignment,candidate_v6_confidence_adjustment,baseline_primary_risk,candidate_v2_primary_risk,candidate_v6_primary_risk,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BASELINE+CANDIDATE_V2,1494200,Sirius vs Mjallby AIF,Allsvenskan,1,1,,OVER_2_5,OVER_2_5,,,,,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,,2026-07-03,2026-07-03T10:39:10+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-07-03-20260703T103910Z
