target_date,generated_at,source_name,import_reason,rows,fixture_count,accepted_rows,quarantined_rows,avg_quality_score,parser_failure_class,priority,recommended_action,example_notes,auto_apply,production_change
2026-07-03,2026-07-03T21:39:05+01:00,sportsmole,OK,2,1,2,0,1.000,ACCEPTED_SIGNAL,NONE,No parser action required.,quality_ok,NO,NO
