comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,candidate_v4_rank,baseline_market,candidate_v2_market,candidate_v4_market,candidate_v4_original_market,candidate_v4_firewall_decision,candidate_v4_firewall_score,candidate_v4_firewall_action,baseline_primary_risk,candidate_v2_primary_risk,candidate_v4_primary_risk,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BASELINE+CANDIDATE_V2,1494200,Sirius vs Mjallby AIF,Allsvenskan,1,1,,OVER_2_5,OVER_2_5,,,,,,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,,2026-07-03,2026-07-03T10:39:10+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-07-03-20260703T103910Z
