execution_rank,execution_shortlist_source,fixture_id,date,league,home_team,away_team,market_primary,final_execution_bucket,final_recommendation,execution_score,selection_score,primary_model_prob,primary_odds_used,primary_edge,actionable_result,actionable_profit_units,primary_result,primary_profit_units,ledger_result_status,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
1,PREMIUM_CORE,1494200,2026-07-03,Allsvenskan,Sirius,Mjallby AIF,OVER_2_5,APPROVED_PREMIUM,BET,136.9064705882353,95.38,0.8135,1.7,0.2252647058823529,WIN,0.7,WIN,0.7,RESULT_AVAILABLE,2026-07-03,2026-07-04T09:31:58+00:00,POST,OFFICIAL_RESULTS,PASS,2026-07-03-20260704T093158Z
