target_date,generated_at,fixture_id,home_team,away_team,team_side,source_name,probable_status,probable_players_count,official_players_count,matched_players_count,accuracy_11,lineup_accuracy_grade,matched_players,missing_players,wrong_players,evaluation_status,source_url,source_guard,auto_apply,production_change
2026-07-03,2026-07-03T19:46:19+01:00,1494200,Sirius,Mjallby AIF,home,sportsmole,IMPORTED,11,0,0,,NO_OFFICIAL_LINEUP,,,celic;ekstrom;castegren;anker;krusnell;svensson;heier;lindberg;jonsson;ure;bjerkebo,NO_OFFICIAL_LINEUP,https://www.sportsmole.co.uk/football/sirius/preview/sirius-vs-mjallby-aif-prediction-team-news-lineups_600513.html,probable=data/processed/today/2026-07-03/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-03/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv; official=data/processed/today/2026-07-03/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-03/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
2026-07-03,2026-07-03T19:46:19+01:00,1494200,Sirius,Mjallby AIF,away,sportsmole,IMPORTED,11,0,0,,NO_OFFICIAL_LINEUP,,,wallinder;iqbal;noren;tidstrand;granath;gustavsson;thorell;arrhenius;manneh;bergstrom;samuelson,NO_OFFICIAL_LINEUP,https://www.sportsmole.co.uk/football/sirius/preview/sirius-vs-mjallby-aif-prediction-team-news-lineups_600513.html,probable=data/processed/today/2026-07-03/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-03/probable_lineup_sources.csv;data/processed/governance/probable_lineup_sources.csv; official=data/processed/today/2026-07-03/vsigma_official_lineup_sources.csv;data/processed/governance/vsigma_official_lineup_sources.csv;data/processed/today/2026-07-03/official_lineup_sources.csv;data/processed/governance/official_lineup_sources.csv; match_official=NO_MATCH_OFFICIAL_PLAYER_COLUMNS; matcher=fuzzy_v67_2; promotion_gate=v67_3,NO,NO
