target_date,generated_at,fixtures_reviewed,search_provider,urls_discovered,rows_extracted,status_counts,source_counts,auto_apply,production_change
2026-07-27,2026-07-27T21:50:02+01:00,4,SERPAPI_SEARCH_FAILED,0,0,NO_DATA=4,,NO,NO
