summary_scope,metric,rows_total
overall,target_fixtures,109
odds_structure_depth_status,NO_ODDS_FOUND,109
odds_structure_coherence_flag,NO_ODDS_UNCERTAIN,109
odds_total_ladder_shape,UNKNOWN,109
odds_market_translation_hint,ODDS_DEPTH_UNCERTAIN,109
odds_line_aggression_flag,UNKNOWN,109
