target_date,generated_at,fixture_id,league,home_team,away_team,minutes_to_kickoff,league_coverage,recent_stats_coverage,lineup_coverage,probable_lineup_gate,injuries_coverage,standings_coverage,odds_coverage,context_coverage,forecast_coverage,coverage_score,missing_blocks,api_readiness_gate,execution_policy,operator_note,auto_apply,production_change
2026-07-26,2026-07-26T21:29:51+01:00,1555351,Super League,FC Lugano,FC Vaduz,265.36,FULL,PARTIAL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,FULL,FULL,FULL,FULL,70.0,recent_stats_coverage=PARTIAL; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE,EARLY_WATCH_MORE_DATA_REQUIRED,Early-day watch only; missing supporting data beyond lineups.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1555352,Super League,FC ST. Gallen,FC Zurich,265.36,FULL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,FULL,FULL,FULL,FULL,60.0,recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1492305,Serie A,Gremio,Fluminense,685.4,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1548978,Superliga,AC Horsens,FC Nordsjaelland,355.35,FULL,PARTIAL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,85.0,recent_stats_coverage=PARTIAL; lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1547595,A Lyga,TransINVEST Vilnius,Džiugas Telšiai,-1,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,15.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1520790,Serie B,America Mineiro,Goias,-1,FULL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,20.0,recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1520793,Serie B,Criciuma,Nautico Recife,-1,FULL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,20.0,recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1520796,Serie B,Londrina,Novorizontino,-1,FULL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,20.0,recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1520798,Serie B,São Bernardo,Ceara,-1,FULL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,20.0,recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1526896,Serie C,Brusque,Ituano,-1,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,15.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1526902,Serie C,Caxias,Botafogo PB,-1,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,15.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1526904,Serie C,Ypiranga-RS,Barra,-1,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,15.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1551515,Super Liga,Dukla Banská Bystrica,Slovan Bratislava,-1,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,15.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1551517,Super Liga,Ružomberok,Dunajska Streda,-1,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,15.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1551520,Super Liga,Žilina,FK Košice,-1,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,15.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1495744,Veikkausliiga,HJK Helsinki,Turku PS,-1,FULL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,20.0,recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1495742,Veikkausliiga,Ilves,Lahti,-1,FULL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,20.0,recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1495743,Veikkausliiga,Inter Turku,Gnistan,-1,FULL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,20.0,recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
