target_date,generated_at,fixture_id,league,home_team,away_team,minutes_to_kickoff,league_coverage,recent_stats_coverage,lineup_coverage,probable_lineup_gate,injuries_coverage,standings_coverage,odds_coverage,context_coverage,forecast_coverage,coverage_score,missing_blocks,api_readiness_gate,execution_policy,operator_note,auto_apply,production_change
2026-07-26,2026-07-26T21:29:51+01:00,1494709,Eliteserien,Aalesund,Viking,430.48,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1494217,Allsvenskan,IF Brommapojkarna,Hammarby FF,115.5,FULL,FULL,NONE,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,80.0,lineup_coverage=NONE,WAIT_LINEUPS_OR_LIVE_ONLY,Lineups should be checked before prematch execution.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1494223,Allsvenskan,Sirius,IFK Goteborg,115.48,FULL,FULL,NONE,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,80.0,lineup_coverage=NONE,WAIT_LINEUPS_OR_LIVE_ONLY,Lineups should be checked before prematch execution.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1492304,Serie A,Flamengo,Sao Paulo,685.4,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1494711,Eliteserien,KFUM Oslo,Molde,295.46,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1494714,Eliteserien,Sandefjord,Bodo/Glimt,295.46,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1494710,Eliteserien,Brann,Valerenga,145.47,FULL,FULL,NONE,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,80.0,lineup_coverage=NONE,WAIT_LINEUPS_OR_LIVE_ONLY,Lineups should be checked before prematch execution.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1492306,Serie A,Palmeiras,Atletico-MG,745.39,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1507015,K League 1,FC Seoul,Ulsan Hyundai FC,25.44,FULL,FULL,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,FULL,FULL,FULL,FULL,65.0,lineup_coverage=NONE; injuries_coverage=NONE,WAIT_LINEUPS_OR_LIVE_ONLY,Lineups should be checked before prematch execution.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1494219,Allsvenskan,Gais,Halmstad,265.5,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1492302,Serie A,RB Bragantino,Coritiba,685.38,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1555350,Super League,BSC Young Boys,FC Sion,115.37,FULL,PARTIAL,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,FULL,FULL,FULL,FULL,55.0,recent_stats_coverage=PARTIAL; lineup_coverage=NONE; injuries_coverage=NONE,WAIT_LINEUPS_OR_LIVE_ONLY,Lineups should be checked before prematch execution.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1507013,K League 1,Gwangju FC,Jeju United FC,25.43,FULL,FULL,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,FULL,FULL,FULL,FULL,65.0,lineup_coverage=NONE; injuries_coverage=NONE,WAIT_LINEUPS_OR_LIVE_ONLY,Lineups should be checked before prematch execution.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1492307,Serie A,Remo,Vitoria,745.38,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1507012,K League 1,FC Anyang,Gangwon FC,25.44,FULL,FULL,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,FULL,FULL,FULL,FULL,65.0,lineup_coverage=NONE; injuries_coverage=NONE,WAIT_LINEUPS_OR_LIVE_ONLY,Lineups should be checked before prematch execution.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1494715,Eliteserien,Sarpsborg 08 FF,Ham-Kam,295.45,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1492303,Serie A,Cruzeiro,Botafogo,535.41,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1507014,K League 1,Incheon United,Bucheon FC 1995,25.42,FULL,FULL,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,FULL,FULL,FULL,FULL,65.0,lineup_coverage=NONE; injuries_coverage=NONE,WAIT_LINEUPS_OR_LIVE_ONLY,Lineups should be checked before prematch execution.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1492301,Serie A,Bahia,Corinthians,535.42,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1548979,Superliga,FC Copenhagen,Lyngby,235.34,FULL,PARTIAL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,85.0,recent_stats_coverage=PARTIAL; lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1548976,Superliga,Sonderjyske,FC Midtjylland,115.34,FULL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,60.0,recent_stats_coverage=NONE; lineup_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-07-26,2026-07-26T21:29:51+01:00,1494222,Allsvenskan,Malmo FF,IF Elfsborg,265.49,FULL,FULL,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,FULL,FULL,FULL,FULL,95.0,lineup_coverage=NOT_DUE_YET,EARLY_CANDIDATE_PRELOCK_REQUIRED,Early-day candidate allowed; final lock requires prelock lineup/availability recheck.,source=matches_vsigma_scored_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
