mode,pick_count,settled_rows,pending_rows,unmatched_rows,wins,losses,pushes,voids,profit_units,roi_percent,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
SHADOW_CANDIDATE_V2,1,1,0,0,0,1,0,0,-1.0,-100.0,2026-07-26,2026-07-27T10:51:00+00:00,POST,CANDIDATE_V2_RESULTS,NO_DATE_COLUMN,2026-07-26-20260727T105100Z
