fixture_id,league,home_team,away_team,market_primary,kickoff_time,minutes_to_kickoff,prelock_window_start,prelock_status,recommended_next_action,recommended_command
1494217,Allsvenskan,IF Brommapojkarna,Hammarby FF,OVER_2_5,2026-07-26T12:01:29+00:00,115.43,2026-07-26T10:31:29+00:00,PENDING_OUTSIDE_WINDOW,WAIT_FOR_PRELOCK,.\.venv\Scripts\python.exe scripts\run_daily_competition_controller.py --date 2026-07-26 --timezone Atlantic/Canary --mode prelock --window-minutes 90
