comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,baseline_market,candidate_v2_market,baseline_result_status,candidate_v2_result_status,baseline_result,candidate_v2_result,baseline_profit_units,candidate_v2_profit_units,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BOTH,1494217,IF Brommapojkarna vs Hammarby FF,Allsvenskan,1,1,OVER_2_5,OVER_2_5,RESULT_AVAILABLE,RESULT_AVAILABLE,LOSS,LOSS,-1.0,-1.0,2026-07-26,2026-07-27T10:51:00+00:00,POST,RESULT_COMPARISON,NO_DATE_COLUMN,2026-07-26-20260727T105100Z
