summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,26.0,20.0,20.0,0.569,0.53,1.0,259.0,0.0,2026-07-26T10:05:02.437704+00:00,,
home_quality_flag,,,,,,,,,,FULL,10.0
home_quality_flag,,,,,,,,,,PARTIAL,10.0
home_quality_flag,,,,,,,,,,UNKNOWN,6.0
away_quality_flag,,,,,,,,,,FULL,12.0
away_quality_flag,,,,,,,,,,PARTIAL,8.0
away_quality_flag,,,,,,,,,,UNKNOWN,6.0
