target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,promotion_status,promotion_reason,source_path,allowed_downstream_use,auto_apply,production_change
2026-07-26,2026-07-26T23:30:46+01:00,1492307,,,Remo,Vitoria,,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1494219,Allsvenskan,Sweden,Gais,Halmstad,2026-07-26T15:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1494217,Allsvenskan,Sweden,IF Brommapojkarna,Hammarby FF,2026-07-26T13:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1494222,Allsvenskan,Sweden,Malmo FF,IF Elfsborg,2026-07-26T15:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1494223,Allsvenskan,Sweden,Sirius,IFK Goteborg,2026-07-26T13:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1494709,Eliteserien,Norway,Aalesund,Viking,2026-07-26T18:15:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1494710,Eliteserien,Norway,Brann,Valerenga,2026-07-26T13:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1494711,Eliteserien,Norway,KFUM Oslo,Molde,2026-07-26T16:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1494714,Eliteserien,Norway,Sandefjord,Bodo/Glimt,2026-07-26T16:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1494715,Eliteserien,Norway,Sarpsborg 08 FF,Ham-Kam,2026-07-26T16:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1507012,K League 1,South-Korea,FC Anyang,Gangwon FC,2026-07-26T11:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1507015,K League 1,South-Korea,FC Seoul,Ulsan Hyundai FC,2026-07-26T11:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1507013,K League 1,South-Korea,Gwangju FC,Jeju United FC,2026-07-26T11:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1507014,K League 1,South-Korea,Incheon United,Bucheon FC 1995,2026-07-26T11:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1492301,Serie A,Brazil,Bahia,Corinthians,2026-07-26T20:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1492303,Serie A,Brazil,Cruzeiro,Botafogo,2026-07-26T20:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1492304,Serie A,Brazil,Flamengo,Sao Paulo,2026-07-26T22:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1492305,Serie A,Brazil,Gremio,Fluminense,2026-07-26T22:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1492306,Serie A,Brazil,Palmeiras,Atletico-MG,2026-07-26T23:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1492302,Serie A,Brazil,RB Bragantino,Coritiba,2026-07-26T22:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1555350,Super League,Switzerland,BSC Young Boys,FC Sion,2026-07-26T13:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1555351,Super League,Switzerland,FC Lugano,FC Vaduz,2026-07-26T15:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1555352,Super League,Switzerland,FC ST. Gallen,FC Zurich,2026-07-26T15:30:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1548978,Superliga,Denmark,AC Horsens,FC Nordsjaelland,2026-07-26T17:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1548979,Superliga,Denmark,FC Copenhagen,Lyngby,2026-07-26T15:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-07-26,2026-07-26T23:30:46+01:00,1548976,Superliga,Denmark,Sonderjyske,FC Midtjylland,2026-07-26T13:00:00+01:00,PROMOTED_TO_SCORING_INPUT,trusted source has matching scored row without blocking data warnings,data/processed/governance/vsigma_promoted_raw_fixture_candidates.csv,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
