execution_rank,execution_shortlist_source,fixture_id,date,league,home_team,away_team,market_primary,final_execution_bucket,final_recommendation,execution_score,selection_score,primary_model_prob,primary_odds_used,primary_edge,actionable_result,actionable_profit_units,primary_result,primary_profit_units,ledger_result_status,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
1,PREMIUM_CORE,1494709,2026-07-26,Eliteserien,Aalesund,Viking,AWAY_WIN,APPROVED_PREMIUM,BET,133.85493506493506,96.56,0.8323,1.54,0.1829493506493507,LOSS,-1.0,LOSS,-1.0,RESULT_AVAILABLE,2026-07-26,2026-07-27T10:51:00+00:00,POST,OFFICIAL_RESULTS,PASS,2026-07-26-20260727T105100Z
2,PREMIUM_CORE,1494711,2026-07-26,Eliteserien,KFUM Oslo,Molde,OVER_2_5,APPROVED_PREMIUM,BET,130.39046511627907,91.92,0.7761,1.72,0.1947046511627906,WIN,0.72,WIN,0.72,RESULT_AVAILABLE,2026-07-26,2026-07-27T10:51:00+00:00,POST,OFFICIAL_RESULTS,PASS,2026-07-26-20260727T105100Z
3,PREMIUM_CORE,1494217,2026-07-26,Allsvenskan,IF Brommapojkarna,Hammarby FF,OVER_2_5,APPROVED_PREMIUM,BET,129.73333333333335,96.42,0.8098,1.5,0.1431333333333333,LOSS,-1.0,LOSS,-1.0,RESULT_AVAILABLE,2026-07-26,2026-07-27T10:51:00+00:00,POST,OFFICIAL_RESULTS,PASS,2026-07-26-20260727T105100Z
4,PREMIUM_EXTENDED,1492307,2026-07-26,Serie A,Remo,Vitoria,OVER_1_5,APPROVED_PREMIUM,BET,104.447299270073,82.96,0.8948,1.37,0.1648729927007299,WIN,0.37,WIN,0.37,RESULT_AVAILABLE,2026-07-26,2026-07-27T10:51:00+00:00,POST,OFFICIAL_RESULTS,PASS,2026-07-26-20260727T105100Z
