date,result,provider,fixtures_returned,fixture_id,status_short,home_team,away_team,score_fulltime_home,score_fulltime_away
2026-07-26,OK,API-SPORTS_DIRECT,478.0,,,,,,
2026-07-26T11:30:00+01:00,MATCHED,,,1507012.0,FT,FC Anyang,Gangwon FC,2.0,1.0
2026-07-26T11:30:00+01:00,MATCHED,,,1507013.0,FT,Gwangju FC,Jeju United FC,1.0,2.0
2026-07-26T11:30:00+01:00,MATCHED,,,1507014.0,FT,Incheon United,Bucheon FC 1995,1.0,1.0
2026-07-26T11:30:00+01:00,MATCHED,,,1507015.0,FT,FC Seoul,Ulsan Hyundai FC,1.0,3.0
2026-07-26T13:00:00+01:00,MATCHED,,,1494217.0,FT,IF Brommapojkarna,Hammarby FF,1.0,1.0
2026-07-26T13:00:00+01:00,MATCHED,,,1494223.0,FT,Sirius,IFK Goteborg,4.0,1.0
2026-07-26T13:00:00+01:00,MATCHED,,,1548976.0,FT,Sonderjyske,FC Midtjylland,2.0,3.0
2026-07-26T13:00:00+01:00,MATCHED,,,1555350.0,FT,BSC Young Boys,FC Sion,4.0,2.0
2026-07-26T13:30:00+01:00,MATCHED,,,1494710.0,FT,Brann,Valerenga,2.0,3.0
2026-07-26T15:00:00+01:00,MATCHED,,,1548979.0,FT,FC Copenhagen,Lyngby,3.0,2.0
2026-07-26T15:30:00+01:00,MATCHED,,,1494219.0,FT,Gais,Halmstad,1.0,1.0
2026-07-26T15:30:00+01:00,MATCHED,,,1494222.0,FT,Malmo FF,IF Elfsborg,1.0,2.0
2026-07-26T15:30:00+01:00,MATCHED,,,1555351.0,FT,FC Lugano,FC Vaduz,2.0,1.0
2026-07-26T15:30:00+01:00,MATCHED,,,1555352.0,FT,FC ST. Gallen,FC Zurich,2.0,1.0
2026-07-26T16:00:00+01:00,MATCHED,,,1494711.0,FT,KFUM Oslo,Molde,2.0,4.0
2026-07-26T16:00:00+01:00,MATCHED,,,1494714.0,FT,Sandefjord,Bodo/Glimt,0.0,3.0
2026-07-26T16:00:00+01:00,MATCHED,,,1494715.0,FT,Sarpsborg 08 FF,Ham-Kam,1.0,0.0
2026-07-26T17:00:00+01:00,MATCHED,,,1548978.0,FT,AC Horsens,FC Nordsjaelland,1.0,1.0
2026-07-26T18:15:00+01:00,MATCHED,,,1494709.0,FT,Aalesund,Viking,1.0,1.0
2026-07-26T20:00:00+01:00,MATCHED,,,1492301.0,FT,Bahia,Corinthians,1.0,1.0
2026-07-26T20:00:00+01:00,MATCHED,,,1492303.0,FT,Cruzeiro,Botafogo,0.0,1.0
2026-07-26T22:30:00+01:00,MATCHED,,,1492302.0,FT,RB Bragantino,Coritiba,0.0,0.0
2026-07-26T22:30:00+01:00,MATCHED,,,1492304.0,FT,Flamengo,Sao Paulo,1.0,1.0
2026-07-26T22:30:00+01:00,MATCHED,,,1492305.0,FT,Gremio,Fluminense,1.0,1.0
2026-07-26T23:30:00+01:00,MATCHED,,,1492306.0,FT,Palmeiras,Atletico-MG,1.0,2.0
2026-07-26T23:30:00+01:00,MATCHED,,,1492307.0,FT,Remo,Vitoria,2.0,0.0
