target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,source_path,source_status,discovery_reason,auto_apply,production_change
2026-06-19,2026-06-19T23:30:59+01:00,1522129,Victoria NPL 2,Australia,Langwarrin,Port Melbourne,,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-19,2026-06-19T23:30:59+01:00,1522651,Victoria NPL,Australia,Bentleigh Greens,South Melbourne,,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-19,2026-06-19T23:30:59+01:00,1524053,Queensland NPL,Australia,Gold Coast Knights,Magic United,,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-19,2026-06-19T23:30:59+01:00,1541360,Victoria Premier League 2,Australia,Box Hill,Kingston City,,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-19,2026-06-19T23:30:59+01:00,1541437,Victoria Premier League 2,Australia,Eastern Lions,Springvale,,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-19,2026-06-19T23:30:59+01:00,1522206,Victoria NPL 2,Australia,Brunswick Juventus FC,Bulleen Lions,,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-19,2026-06-19T23:30:59+01:00,1524158,Queensland Premier League,Australia,Caboolture,Brisbane Strikers,,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-19,2026-06-19T23:30:59+01:00,1524159,Queensland Premier League,Australia,Holland Park Hawks,St George Willawong,,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-19,2026-06-19T23:30:59+01:00,1541361,Victoria Premier League 2,Australia,Essendon Royals SC,Werribee City,,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
2026-06-19,2026-06-19T23:30:59+01:00,1532763,League Two,China,Guangzhou Dandelion,Hubei Chufeng Heli,,data/processed/governance/vsigma_api_enriched_fixture_results_refresh.csv,LOCAL_RAW_DISCOVERY,existing local row has fixture identity and is not blocked,NO,NO
