target_date,generated_at,fixture_id,home_team,away_team,league,country,api_league_id,api_season,fixture_date_utc,fixture_status,venue_name,home_team_id,away_team_id,downstream_use,executor_status,scoring_eligibility_after_execution,fixture_detail_available,predictions_available,odds_available,events_available,statistics_available,lineups_available,prediction_winner_name,prediction_advice,pred_home_total_pct,pred_away_total_pct,pred_home_form_pct,pred_away_form_pct,pred_home_att_pct,pred_away_att_pct,pred_home_def_pct,pred_away_def_pct,match_winner_home_odd,match_winner_draw_odd,match_winner_away_odd,over_1_5_odd,under_1_5_odd,over_2_5_odd,under_2_5_odd,over_3_5_odd,under_3_5_odd,market_signal_summary,scored_candidate_status,normal_gate_requirement,pick_permission,stake_permission,source_guard,auto_apply,production_change
2026-06-19,2026-06-19T17:22:33+01:00,1524988,Texoma,West Texas,USL League Two,USA,256,2026,2026-06-19T00:00:00+00:00,FT,Sherman Bearcat Stadium,25487,24018,COVERAGE_GATE_ONLY,EXECUTED_WITH_DATA,NO_COVERAGE_GATE_ONLY,YES,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,COVERAGE_ONLY_NO_SCORING,Coverage-only row cannot feed scoring.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1489388,Mexico,South Korea,World Cup,World,1,2026,2026-06-19T01:00:00+00:00,FT,Estadio Akron,16,17,DIAGNOSTIC_ONLY_NO_SCORING,EXECUTED_WITH_DATA,NO_DIAGNOSTIC_ONLY,YES,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,DIAGNOSTIC_ONLY_NO_SCORING,Diagnostic-only row cannot feed scoring.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1524989,Flatirons Rush,Albion Colorado,USL League Two,USA,256,2026,2026-06-19T01:30:00+00:00,FT,,18895,23108,COVERAGE_GATE_ONLY,EXECUTED_WITH_DATA,NO_COVERAGE_GATE_ONLY,YES,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,COVERAGE_ONLY_NO_SCORING,Coverage-only row cannot feed scoring.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1524990,Utah United,Unión Villa Krause,USL League Two,USA,256,2026,2026-06-19T01:30:00+00:00,NS,,23127,3961,COVERAGE_GATE_ONLY,EXECUTED_WITH_DATA,NO_COVERAGE_GATE_ONLY,YES,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,COVERAGE_ONLY_NO_SCORING,Coverage-only row cannot feed scoring.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1524984,Ballard,Bigfoot,USL League Two,USA,256,2026,2026-06-19T02:00:00+00:00,FT,,18882,25953,COVERAGE_GATE_ONLY,EXECUTED_WITH_DATA,NO_COVERAGE_GATE_ONLY,YES,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,COVERAGE_ONLY_NO_SCORING,Coverage-only row cannot feed scoring.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1524987,Sportivo San Juan,San Francisco City,USL League Two,USA,256,2026,2026-06-19T02:00:00+00:00,FT,,10490,4079,COVERAGE_GATE_ONLY,EXECUTED_WITH_DATA,NO_COVERAGE_GATE_ONLY,YES,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,COVERAGE_ONLY_NO_SCORING,Coverage-only row cannot feed scoring.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1522129,Langwarrin,Port Melbourne,Victoria NPL 2,Australia,836,2026,2026-06-19T09:30:00+00:00,FT,,16783,3810,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,YES,NO,NO,Langwarrin,Winner : Langwarrin,66.8,33.2,91,9,83,17,60,40,1.33,4.80,6.00,1.85,1.80,3.75,1.22,8.50,1.06,prediction_winner=Langwarrin | pred_total_home_away=66.8/33.2 | 1x2=1.33/4.80/6.00 | ou2.5=3.75/1.22,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1522651,Bentleigh Greens,South Melbourne,Victoria NPL,Australia,195,2026,2026-06-19T09:30:00+00:00,FT,,3799,3811,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,YES,NO,NO,South Melbourne,Combo Double chance : draw or South Melbourne and +1.5 goals,45.4,54.6,67,33,50,50,47,53,3.85,3.70,1.75,1.85,1.85,1.65,2.15,2.60,1.45,prediction_winner=South Melbourne | pred_total_home_away=45.4/54.6 | 1x2=3.85/3.70/1.75 | ou2.5=1.65/2.15,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1524053,Gold Coast Knights,Magic United,Queensland NPL,Australia,482,2026,2026-06-19T09:30:00+00:00,FT,,10215,25449,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,YES,NO,NO,Gold Coast Knights,Combo Winner : Gold Coast Knights and +1.5 goals,73.5,26.5,77,23,62,38,70,30,1.18,6.50,9.50,1.57,2.20,2.05,1.70,1.45,2.55,prediction_winner=Gold Coast Knights | pred_total_home_away=73.5/26.5 | 1x2=1.18/6.50/9.50 | ou2.5=2.05/1.70,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1541360,Box Hill,Kingston City,Victoria Premier League 2,Australia,1226,2026,2026-06-19T09:30:00+00:00,FT,,27695,3806,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,NO,YES,NO,NO,Box Hill,Double chance : Box Hill or draw,69.3,30.8,67,33,71,29,67,33,,,,,,,,,,prediction_winner=Box Hill | pred_total_home_away=69.3/30.8,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1541437,Eastern Lions,Springvale,Victoria Premier League 2,Australia,1226,2026,2026-06-19T09:45:00+00:00,FT,,9977,27699,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,NO,NO,NO,NO,Eastern Lions,Winner : Eastern Lions,61.2,38.8,64,36,67,33,70,30,,,,,,,,,,prediction_winner=Eastern Lions | pred_total_home_away=61.2/38.8,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1522206,Brunswick Juventus FC,Bulleen Lions,Victoria NPL 2,Australia,836,2026,2026-06-19T10:30:00+00:00,FT,,27510,16781,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,YES,NO,NO,Brunswick Juventus FC,Double chance : Brunswick Juventus FC or draw,58.4,41.6,64,36,42,58,60,40,1.95,3.40,3.00,2.25,1.55,5.00,1.14,13.00,1.03,prediction_winner=Brunswick Juventus FC | pred_total_home_away=58.4/41.6 | 1x2=1.95/3.40/3.00 | ou2.5=5.00/1.14,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1524158,Caboolture,Brisbane Strikers,Queensland Premier League,Australia,833,2026,2026-06-19T10:30:00+00:00,FT,Moreton Bay Central Sports Complex,3756,10213,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,YES,NO,NO,Brisbane Strikers,Combo Double chance : draw or Brisbane Strikers and +1.5 goals,31.0,69.0,41,59,38,62,31,69,3.20,4.00,1.85,1.50,2.40,2.38,1.53,1.80,1.93,prediction_winner=Brisbane Strikers | pred_total_home_away=31.0/69.0 | 1x2=3.20/4.00/1.85 | ou2.5=2.38/1.53,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1524159,Holland Park Hawks,St George Willawong,Queensland Premier League,Australia,833,2026,2026-06-19T10:30:00+00:00,FT,Whites Hill Reserve,11178,9993,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,YES,NO,NO,Holland Park Hawks,Combo Winner : Holland Park Hawks and +1.5 goals,78.0,22.0,100,0,89,11,64,36,1.65,4.20,3.90,1.57,2.25,2.40,1.50,1.93,1.80,prediction_winner=Holland Park Hawks | pred_total_home_away=78.0/22.0 | 1x2=1.65/4.20/3.90 | ou2.5=2.40/1.50,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1541361,Essendon Royals SC,Werribee City,Victoria Premier League 2,Australia,1226,2026,2026-06-19T10:30:00+00:00,FT,,27696,16789,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,NO,YES,NO,NO,Essendon Royals SC,Combo Winner : Essendon Royals SC and +1.5 goals,69.6,30.4,67,33,83,17,58,42,,,,,,,,,,prediction_winner=Essendon Royals SC | pred_total_home_away=69.6/30.4,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1532763,Guangzhou Dandelion,Hubei Chufeng Heli,League Two,China,929,2026,2026-06-19T11:00:00+00:00,FT,Zengcheng Stadium,25774,5660,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,YES,NO,NO,Hubei Chufeng Heli,Combo Double chance : draw or Hubei Chufeng Heli and -3.5 goals,44.8,55.2,42,58,33,67,44,56,1.85,3.00,4.00,,,2.25,1.50,,,prediction_winner=Hubei Chufeng Heli | pred_total_home_away=44.8/55.2 | 1x2=1.85/3.00/4.00 | ou2.5=2.25/1.50,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1532764,Shangyu Pterosaur,Guangdong Mingtu,League Two,China,929,2026,2026-06-19T11:30:00+00:00,FT,Dingnan Football Youth Training Center,19320,25773,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,YES,NO,NO,Shangyu Pterosaur,Double chance : Shangyu Pterosaur or draw,50.2,50.0,60,40,50,50,63,38,2.20,2.88,3.20,1.50,2.25,2.30,1.48,,,prediction_winner=Shangyu Pterosaur | pred_total_home_away=50.2/50.0 | 1x2=2.20/2.88/3.20 | ou2.5=2.30/1.48,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1532765,Guizhou Zhucheng,Xiamen Feilu,League Two,China,929,2026,2026-06-19T11:30:00+00:00,FT,Guiyang Olympic Sports Center,25775,27622,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,YES,YES,NO,NO,Guizhou Zhucheng,Winner : Guizhou Zhucheng,64.3,35.8,55,45,59,41,57,43,1.64,3.30,4.75,2.60,1.36,1.90,1.73,,,prediction_winner=Guizhou Zhucheng | pred_total_home_away=64.3/35.8 | 1x2=1.64/3.30/4.75 | ou2.5=1.90/1.73,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1534769,Shakhter Karagandy,Jaiyq,1. Division,Kazakhstan,388,2026,2026-06-19T13:00:00+00:00,FT,Shakhter Stadion,4566,27561,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,NO,YES,NO,NO,Shakhter Karagandy,Double chance : Shakhter Karagandy or draw,61.3,38.7,57,43,71,29,56,44,,,,,,,,,,prediction_winner=Shakhter Karagandy | pred_total_home_away=61.3/38.7,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1550055,Al Karama,Shorta,Premier League,Syria,425,2025,2026-06-19T14:00:00+00:00,FT,Khaled bin Walid Stadium,9111,9123,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,NO,NO,NO,NO,Al Karama,Winner : Al Karama,75.3,24.7,76,24,80,20,62,38,,,,,,,,,,prediction_winner=Al Karama | pred_total_home_away=75.3/24.7,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1550056,Al Shouleh,Tishreen,Premier League,Syria,425,2025,2026-06-19T14:00:00+00:00,FT,,24992,9117,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,NO,YES,NO,NO,Tishreen,Double chance : draw or Tishreen,24.8,75.3,13,88,11,89,44,56,,,,,,,,,,prediction_winner=Tishreen | pred_total_home_away=24.8/75.3,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1550057,Al Wahda,Al Ittihad,Premier League,Syria,425,2025,2026-06-19T14:00:00+00:00,FT,,8035,8019,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,NO,YES,NO,NO,Al Ittihad,Winner : Al Ittihad,35.0,65.0,44,56,36,64,50,50,,,,,,,,,,prediction_winner=Al Ittihad | pred_total_home_away=35.0/65.0,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1550058,Horriya,Damascus Al-Ahli,Premier League,Syria,425,2025,2026-06-19T14:00:00+00:00,FT,,15301,27269,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,NO,YES,NO,NO,Damascus Al-Ahli,Double chance : draw or Damascus Al-Ahli,35.6,64.4,23,77,11,89,55,45,,,,,,,,,,prediction_winner=Damascus Al-Ahli | pred_total_home_away=35.6/64.4,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1550059,Hottin,Khan Shaykhun SC,Premier League,Syria,425,2025,2026-06-19T14:00:00+00:00,FT,,9115,27267,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,NO,YES,NO,NO,Hottin,Double chance : Hottin or draw,63.5,36.8,60,40,88,13,36,64,,,,,,,,,,prediction_winner=Hottin | pred_total_home_away=63.5/36.8,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1550060,Jabala,Wathba,Premier League,Syria,425,2025,2026-06-19T14:00:00+00:00,FT,,9116,9118,SCORING_ALLOWED_WITH_NORMAL_GATES,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,YES,YES,NO,NO,NO,NO,Wathba,Double chance : draw or Wathba,25.8,74.2,19,81,42,58,15,85,,,,,,,,,,prediction_winner=Wathba | pred_total_home_away=25.8/74.2,API_ENRICHED_SCORING_READY_PENDING_GATES,Requires normal scoring/promotion gates; no pick permission.,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,API_ENRICHED_SCORED_CANDIDATES_V1_NO_AUTO_APPLY,NO,NO
