target_date,generated_at,fixture_id,home_team,away_team,league,country,fixture_date_utc,fixture_status,candidate_signal_score,candidate_signal_band,market_signal_summary,promotion_input_status,promotion_permission,adapter_status,adapter_reason,allowed_downstream_use,promotion_candidate_type,pick_permission,stake_permission,source_guard,auto_apply,production_change
2026-06-19,2026-06-19T17:22:33+01:00,1553049,ADT,Alianza Universidad,Copa De La Liga,Peru,2026-06-19T18:00:00+00:00,NS,67,MEDIUM_SIGNAL_REVIEW,prediction_winner=Alianza Universidad | pred_total_home_away=46.0/54.3 | 1x2=1.57/3.95/4.80 | ou2.5=1.62/2.20,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1492717,Drogheda United,Shelbourne,Premier Division,Ireland,2026-06-19T18:45:00+00:00,NS,85,HIGH_SIGNAL_REVIEW,prediction_winner=Shelbourne | pred_total_home_away=39.8/60.2 | 1x2=3.80/3.50/1.92 | ou2.5=1.95/1.83,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1492718,Galway United,Derry City,Premier Division,Ireland,2026-06-19T18:45:00+00:00,NS,76,HIGH_SIGNAL_REVIEW,prediction_winner=Derry City | pred_total_home_away=43.0/57.0 | 1x2=3.05/3.25/2.30 | ou2.5=2.10/1.73,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1492719,St Patrick's Athl.,Sligo Rovers,Premier Division,Ireland,2026-06-19T18:45:00+00:00,NS,100,HIGH_SIGNAL_REVIEW,prediction_winner=St Patrick's Athl. | pred_total_home_away=73.0/27.0 | 1x2=1.23/5.30/14.00 | ou2.5=1.67/2.15,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1492720,Waterford,Shamrock Rovers,Premier Division,Ireland,2026-06-19T18:45:00+00:00,NS,80,HIGH_SIGNAL_REVIEW,prediction_winner=Shamrock Rovers | pred_total_home_away=41.5/58.5 | 1x2=4.45/3.90/1.70 | ou2.5=1.70/2.10,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1492915,Athlone Town,Wexford,First Division,Ireland,2026-06-19T18:45:00+00:00,NS,77,HIGH_SIGNAL_REVIEW,prediction_winner=Wexford | pred_total_home_away=42.6/57.4 | 1x2=2.50/3.40/2.66 | ou2.5=1.95/1.83,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1492916,Bray Wanderers,Longford Town,First Division,Ireland,2026-06-19T18:45:00+00:00,NS,76,HIGH_SIGNAL_REVIEW,prediction_winner=Bray Wanderers | pred_total_home_away=57.0/43.0 | 1x2=1.70/3.80/4.60 | ou2.5=1.80/2.00,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1492917,Cobh Ramblers,Finn Harps,First Division,Ireland,2026-06-19T18:45:00+00:00,NS,100,HIGH_SIGNAL_REVIEW,prediction_winner=Cobh Ramblers | pred_total_home_away=72.0/28.0 | 1x2=1.57/3.95/5.60 | ou2.5=1.73/2.10,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1492918,Cork City,Treaty United,First Division,Ireland,2026-06-19T18:45:00+00:00,NS,100,HIGH_SIGNAL_REVIEW,prediction_winner=Cork City | pred_total_home_away=75.4/24.6 | 1x2=1.29/5.30/9.25 | ou2.5=1.57/2.35,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1492919,UCD,Kerry,First Division,Ireland,2026-06-19T18:45:00+00:00,NS,90,HIGH_SIGNAL_REVIEW,prediction_winner=UCD | pred_total_home_away=61.8/38.2 | 1x2=1.81/3.60/4.20 | ou2.5=1.90/1.85,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1553786,Al Arabi,Al Qadsia,Premier League,Kuwait,2026-06-19T18:45:00+00:00,NS,64,MEDIUM_SIGNAL_REVIEW,prediction_winner=Al Arabi | pred_total_home_away=53.0/47.0 | 1x2=2.18/3.20/3.10 | ou2.5=2.10/1.70,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1492716,Bohemians,Dundalk,Premier Division,Ireland,2026-06-19T19:00:00+00:00,NS,64,MEDIUM_SIGNAL_REVIEW,prediction_winner=Bohemians | pred_total_home_away=53.0/47.0 | 1x2=1.90/3.70/3.65 | ou2.5=1.67/2.15,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1550673,Sabadell,Zamora,Primera División RFEF - Play Offs,Spain,2026-06-19T19:00:00+00:00,NS,82,HIGH_SIGNAL_REVIEW,prediction_winner=Zamora | pred_total_home_away=41.0/59.0 | 1x2=1.62/3.50/5.10 | ou2.5=1.95/1.77,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1514209,Njardvik,Leiknir R.,1. Deild,Iceland,2026-06-19T19:15:00+00:00,NS,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Njardvik | pred_total_home_away=55.0/45.0 | 1x2=1.44/4.20/6.25 | ou2.5=1.50/2.50,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1553050,Alianza Atletico,Cesar Vallejo,Copa De La Liga,Peru,2026-06-19T20:30:00+00:00,NS,90,HIGH_SIGNAL_REVIEW,prediction_winner=Alianza Atletico | pred_total_home_away=61.7/38.3 | 1x2=1.68/3.40/4.75 | ou2.5=2.05/1.70,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1553716,Miramar,Sportivo Huracan,Segunda División,Uruguay,2026-06-19T21:00:00+00:00,NS,67,MEDIUM_SIGNAL_REVIEW,prediction_winner=Miramar | pred_total_home_away=54.3/45.7 | 1x2=2.45/3.20/2.62 | ou2.5=2.15/1.65,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1545385,Real Potosí,Gualberto Villarroel SJ,Primera División,Bolivia,2026-06-19T21:30:00+00:00,PST,70,MEDIUM_SIGNAL_REVIEW,prediction_winner=Real Potosí | pred_total_home_away=67.8/32.3,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-06-19,2026-06-19T17:22:33+01:00,1499479,Ituzaingó,Liniers,Primera B Metropolitana,Argentina,2026-06-19T22:00:00+00:00,NS,65,MEDIUM_SIGNAL_REVIEW,prediction_winner=Liniers | pred_total_home_away=46.7/53.5 | 1x2=3.35/2.80/2.30 | ou2.5=3.20/1.30,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,API_ENRICHED_PROMOTION_REVIEW_READY,API-enriched candidate may be reviewed by normal scoring/promotion gates; no pick permission.,SCORING_REVIEW_ONLY_WITH_NORMAL_GATES,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
