date,fixture_datetime_utc,fixture_timestamp,league,league_id,season,fixture_id,status,home_team,home_team_id,away_team,away_team_id,country,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,home_xg_for,home_xg_against,away_xg_for,away_xg_against,home_sot_for,away_sot_for,home_big_for,away_big_for,home_motivation,away_motivation,home_absences,away_absences,today_pipeline_fetched_at,league_coverage_class,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_coverage_rich_flag,league_data_reliability_score,league_coverage_source_status,league_coverage_note,home_recent_stats_matches_requested,home_recent_stats_matches_used,home_recent_stats_coverage_ratio,home_recent_stats_available_flag,home_recent_shots_for_pg,home_recent_shots_against_pg,home_recent_sot_for_pg,home_recent_sot_against_pg,home_recent_possession_pct,home_recent_corners_for_pg,home_recent_corners_against_pg,home_recent_fouls_pg,home_recent_yellow_pg,home_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_stats_matches_requested,away_recent_stats_matches_used,away_recent_stats_coverage_ratio,away_recent_stats_available_flag,away_recent_shots_for_pg,away_recent_shots_against_pg,away_recent_sot_for_pg,away_recent_sot_against_pg,away_recent_possession_pct,away_recent_corners_for_pg,away_recent_corners_against_pg,away_recent_fouls_pg,away_recent_yellow_pg,away_recent_offsides_pg,away_recent_blocked_shots_pg,recent_stats_quality_flag,recent_fixture_statistics_updated_at,home_injuries_count,away_injuries_count,home_injuries_available_flag,away_injuries_available_flag,home_absence_risk_score,away_absence_risk_score,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,injuries_availability_updated_at,home_lineup_available_flag,away_lineup_available_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,fixture_lineups_updated_at,results_last_refresh_at,actual_home_sot,actual_away_sot,actual_total_sot,actual_home_shots,actual_away_shots,actual_total_shots,actual_home_corners,actual_away_corners,actual_total_corners,actual_home_cards,actual_away_cards,actual_total_cards,actual_home_fouls,actual_away_fouls,actual_total_fouls,actual_home_xg,actual_away_xg,actual_total_xg
2026-06-19,2026-06-19T12:30:00+01:00,1781868600,League Two,929,2026,1532764,NS,Shangyu Pterosaur,19320,Guangdong Mingtu,25773,China,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520842+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T12:30:00+01:00,1781868600,League Two,929,2026,1532765,NS,Guizhou Zhucheng,25775,Xiamen Feilu,27622,China,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520846+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T12:30:00+01:00,1781868600,FA Cup,171,2026,1545489,NS,Guangzhou E-Power,23269,Beijing Guoan,830,China,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520851+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T12:30:00+01:00,1781868600,FA Cup,171,2026,1545491,NS,Langfang Glory City,23270,Dalian Zhixing,21263,China,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520856+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T12:30:00+01:00,1781868600,FA Cup,171,2026,1545492,NS,Jiangxi Liansheng,5665,Henan Jianye,840,China,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520861+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T12:30:00+01:00,1781868600,FA Cup,171,2026,1545493,NS,Rizhao Yuqi,21328,Tianjin Teda,837,China,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520866+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T14:00:00+01:00,1781874000,1. Division,388,2026,1534769,NS,Shakhter Karagandy,4566,Jaiyq,27561,Kazakhstan,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520871+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T14:30:00+01:00,1781875800,1. Division,117,2026,1534341,NS,Minsk II,11249,Volna,3395,Belarus,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520876+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T15:00:00+01:00,1781877600,1. Division,388,2026,1534768,NS,Khan Tengri,18805,Taraz,4559,Kazakhstan,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520880+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T15:00:00+01:00,1781877600,Premier League,425,2025,1550054,NS,Jaish,8040,Foutoua,9114,Syria,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520885+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T15:00:00+01:00,1781877600,Premier League,425,2025,1550055,NS,Al Karama,9111,Shorta,9123,Syria,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520890+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T15:00:00+01:00,1781877600,Premier League,425,2025,1550056,NS,Al Shouleh,24992,Tishreen,9117,Syria,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520895+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T15:00:00+01:00,1781877600,Premier League,425,2025,1550057,NS,Al Wahda,8035,Al Ittihad,8019,Syria,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520900+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T15:00:00+01:00,1781877600,Premier League,425,2025,1550058,NS,Horriya,15301,Damascus Al-Ahli,27269,Syria,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520904+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T15:00:00+01:00,1781877600,Premier League,425,2025,1550059,NS,Hottin,9115,Khan Shaykhun SC,27267,Syria,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520909+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T15:00:00+01:00,1781877600,Premier League,425,2025,1550060,NS,Jabala,9116,Wathba,9118,Syria,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520914+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T15:00:00+01:00,1781877600,Premier League,425,2025,1550061,NS,Omaya SC,27270,Al Taliya,9113,Syria,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520918+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T15:30:00+01:00,1781879400,1. Division,117,2026,1534340,NS,Lida,3387,Gomel II,23433,Belarus,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520924+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T16:00:00+01:00,1781881200,Premier League,116,2026,1525899,NS,Naftan,750,Baranovichi,3383,Belarus,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520929+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T16:00:00+01:00,1781881200,1 Lyga,361,2026,1529745,NS,Babrungas,14382,Be1 NFA,16747,Lithuania,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520934+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T16:00:00+01:00,1781881200,Friendlies Clubs,667,2026,1548697,NS,Levski Sofia,646,Akademik Svishtov,8518,World,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520938+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T16:00:00+01:00,1781881200,Friendlies Clubs,667,2026,1554471,NS,Liptovský Mikuláš,10536,Baník Lehota p.Vtáčnikom,14942,World,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520943+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T16:00:00+01:00,1781881200,Friendlies Clubs,667,2026,1554472,NS,Považská Bystrica,14062,Pohronie,4134,World,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520948+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T16:30:00+01:00,1781883000,1. Division,117,2026,1534339,NS,Dinamo Minsk II,11266,Slonim,3392,Belarus,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520953+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T16:30:00+01:00,1781883000,Friendlies Clubs,667,2026,1554473,NS,Grazer AK,4256,Gyori ETO FC,2402,World,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520957+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T17:00:00+01:00,1781884800,3. Division - Girone 4,777,2026,1496997,NS,Hinna,6997,Brodd,6971,Norway,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520962+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T17:00:00+01:00,1781884800,Esiliiga B,1126,2026,1521627,NS,Parnu JK Vaprus U21,25403,Tallinna Kalev II,3522,Estonia,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520967+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T17:00:00+01:00,1781884800,Cup,658,2026,1548954,NS,Mārupe,14366,Aliance,14350,Latvia,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520972+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T17:00:00+01:00,1781884800,Friendlies Clubs,667,2026,1554470,NS,Rače,20192,Aluminij,4358,World,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520976+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T17:05:00+01:00,1781885100,Premier League,330,2025,1553788,NS,Al Fahaheel,3533,Kazma,3540,Kuwait,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520981+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T17:30:00+01:00,1781886600,Esiliiga B,1126,2026,1521628,NS,Tulevik,3531,Levadia U19,7906,Estonia,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520986+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T17:30:00+01:00,1781886600,1 Lyga,361,2026,1529747,NS,Garliava,16674,Transinvest 2,27557,Lithuania,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520991+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T17:30:00+01:00,1781886600,Friendlies Clubs,667,2026,1546578,NS,Rapid Wien II,8247,Oberwart,11200,World,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.520995+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T17:30:00+01:00,1781886600,Friendlies Clubs,667,2026,1554474,NS,Zirl,15139,WSG Wattens,1398,World,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.521000+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T18:00:00+01:00,1781888400,1. Division,104,2026,1495868,NS,Ranheim,322,Lyn,7006,Norway,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.521005+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T18:00:00+01:00,1781888400,3. Division - Girone 2,775,2026,1496633,NS,Melhus,16223,Rosenborg II,10113,Norway,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.521010+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T18:00:00+01:00,1781888400,1. Deild,366,2026,1506623,NS,Suduroy,4182,TB,4192,Faroe-Islands,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.521014+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T18:00:00+01:00,1781888400,1. Deild,366,2026,1506626,NS,ÍF II,4187,NSÍ II,4181,Faroe-Islands,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.521019+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T18:30:00+01:00,1781890200,Meistaradeildin,367,2026,1506488,NS,Vikingur Gota,580,KI Klaksvik,701,Faroe-Islands,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.521024+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
2026-06-19,2026-06-19T18:45:00+01:00,1781891100,Premier League,330,2025,1553787,NS,Al Salmiyah,3538,Al Kuwait,3535,Kuwait,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-06-19T00:07:46.521028+00:00,COVERAGE_UNKNOWN,,,,,,0,1.0,COVERAGE_NOT_LOADED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-19T11:02:57.585982+00:00,,,,,,,,,,,,,,,,,,
