# vSIGMA Daily Freshness Report

- Target date: 2026-06-19
- PASS: 1
- EMPTY_OK_NO_BET: 17
- WARNING_STALE_GLOBAL_FILE: 1
- ERROR_MISSING_REQUIRED_FILE: 0
- EMPTY_UNEXPECTED: 5
- PRE_LOCK_ACTIVE: pre-lock review writes separate PRELOCK outputs and never overwrites the frozen morning official baseline.

| target_date | file_name | path | pipeline_mode | candidate_version | status | detail | rows | snapshot_path |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 2026-06-19 | vsigma_today_competition_shortlist.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_competition_shortlist.csv | PRE | OFFICIAL_BASELINE | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_competition_shortlist.csv |
| 2026-06-19 | vsigma_today_competition_top.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_competition_top.csv | PRE | OFFICIAL_BASELINE | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_competition_top.csv |
| 2026-06-19 | vsigma_today_candidate_v2_competition_shortlist.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v2_competition_shortlist.csv | PRE | CANDIDATE_V2 | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_candidate_v2_competition_shortlist.csv |
| 2026-06-19 | vsigma_today_candidate_v2_competition_top.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v2_competition_top.csv | PRE | CANDIDATE_V2 | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_candidate_v2_competition_top.csv |
| 2026-06-19 | vsigma_today_candidate_v4_competition_shortlist.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v4_competition_shortlist.csv | PRE | CANDIDATE_V4 | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_candidate_v4_competition_shortlist.csv |
| 2026-06-19 | vsigma_today_candidate_v4_competition_top.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v4_competition_top.csv | PRE | CANDIDATE_V4 | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_candidate_v4_competition_top.csv |
| 2026-06-19 | vsigma_today_candidate_v5_competition_shortlist.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v5_competition_shortlist.csv | PRE | CANDIDATE_V5 | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_candidate_v5_competition_shortlist.csv |
| 2026-06-19 | vsigma_today_candidate_v5_competition_top.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v5_competition_top.csv | PRE | CANDIDATE_V5 | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_candidate_v5_competition_top.csv |
| 2026-06-19 | vsigma_today_candidate_v6_competition_shortlist.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v6_competition_shortlist.csv | PRE | CANDIDATE_V6 | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_candidate_v6_competition_shortlist.csv |
| 2026-06-19 | vsigma_today_candidate_v6_competition_top.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v6_competition_top.csv | PRE | CANDIDATE_V6 | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_candidate_v6_competition_top.csv |
| 2026-06-19 | vsigma_today_candidate_v7_competition_shortlist.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v7_competition_shortlist.csv | PRE | CANDIDATE_V7 | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_candidate_v7_competition_shortlist.csv |
| 2026-06-19 | vsigma_today_candidate_v7_competition_top.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v7_competition_top.csv | PRE | CANDIDATE_V7 | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_candidate_v7_competition_top.csv |
| 2026-06-19 | vsigma_today_baseline_vs_candidate_v2.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_baseline_vs_candidate_v2.csv | PRE | COMPARISON | EMPTY_UNEXPECTED | empty output was not expected for this report | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_baseline_vs_candidate_v2.csv |
| 2026-06-19 | vsigma_today_baseline_vs_candidate_v2_vs_candidate_v4.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v4.csv | PRE | COMPARISON | EMPTY_UNEXPECTED | empty output was not expected for this report | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v4.csv |
| 2026-06-19 | vsigma_today_baseline_vs_candidate_v2_vs_candidate_v5.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v5.csv | PRE | COMPARISON | EMPTY_UNEXPECTED | empty output was not expected for this report | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v5.csv |
| 2026-06-19 | vsigma_today_baseline_vs_candidate_v2_vs_candidate_v6.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v6.csv | PRE | COMPARISON | EMPTY_UNEXPECTED | empty output was not expected for this report | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v6.csv |
| 2026-06-19 | vsigma_today_baseline_vs_candidate_v2_vs_candidate_v7.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v7.csv | PRE | COMPARISON | EMPTY_UNEXPECTED | empty output was not expected for this report | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_baseline_vs_candidate_v2_vs_candidate_v7.csv |
| 2026-06-19 | vsigma_today_match_script_forecasts.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_match_script_forecasts.csv | PRE | FORECAST | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_match_script_forecasts.csv |
| 2026-06-19 | vsigma_today_candidate_v2_match_script_forecasts.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v2_match_script_forecasts.csv | PRE | FORECAST_CANDIDATE_V2 | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_candidate_v2_match_script_forecasts.csv |
| 2026-06-19 | vsigma_today_candidate_v4_match_script_forecasts.csv | /home/runner/work/vsigma/vsigma/data/processed/vsigma_today_candidate_v4_match_script_forecasts.csv | PRE | FORECAST_CANDIDATE_V4 | EMPTY_OK_NO_BET | empty output with headers is valid for a no-bet day | 0 | /home/runner/work/vsigma/vsigma/data/processed/today/2026-06-19/vsigma_today_candidate_v4_match_script_forecasts.csv |
