target_date,generated_at,rows_reviewed,finished_rows,pending_rows,accuracy_bucket_counts,api_1x2_counts,api_double_chance_counts,api_dnb_counts,over_1_5_counts,over_2_5_counts,under_3_5_counts,btts_counts,canonical_board_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-19,2026-06-19T12:52:40+01:00,58,10,48,PENDING_RESULT=48; STRONG_SIGNAL_VALIDATED=7; PARTIAL_SIGNAL_VALIDATED=2; SIGNAL_FAILED=1,PENDING_RESULT=48; HIT=9; MISS=1,PENDING_RESULT=48; HIT=10,PENDING_RESULT=48; HIT=9; VOID=1,PENDING_RESULT=48; HIT=7; MISS=3,PENDING_RESULT=48; HIT=7; MISS=3,PENDING_RESULT=48; HIT=5; MISS=5,PENDING_RESULT=48; MISS=5; HIT=5,NO_CANONICAL_BOARD_PERMISSION=58,NO_PICK_PERMISSION=58,NO_STAKE_PERMISSION=58,Use this ledger to calibrate signal buckets after results are final. Do not promote picks or stake from it.,NO,NO
