target_date,generated_at,fixture_id,home_team,away_team,market_hint,before_primary,after_primary,before_permission,after_permission,guard_action,reason,auto_apply,production_change
2026-07-09,2026-07-09T11:37:43+01:00,1554369,ML Vitebsk,Universitatea Craiova,OVER_2_5,NO_CLEAR_STAT_MARKET,NO_CLEAR_STAT_MARKET,NO_BET,NO_BET,NO_CHANGE,not a proxy inversion,NO,NO
2026-07-09,2026-07-09T11:37:43+01:00,1554370,Petrocub,Egnatia Rrogozhinë,OVER_1_5,UNDER_3_5_REVIEW,NO_CLEAR_STAT_MARKET,NO_BET_OR_WATCH,NO_BET,BLOCKED_INVERSION,proxy objective-context tempo/over source cannot be inverted into under/no-goals market,NO,NO
2026-07-09,2026-07-09T11:37:43+01:00,1554414,Zira,Torpedo Kutaisi,OVER_1_5,UNDER_3_5_REVIEW,NO_CLEAR_STAT_MARKET,NO_BET_OR_WATCH,NO_BET,BLOCKED_INVERSION,proxy objective-context tempo/over source cannot be inverted into under/no-goals market,NO,NO
