target_date,generated_at,fixture_id,home_team,away_team,league,country,max_coverage_decision,enrichment_mode,downstream_use,external_calls_allowed,executor_mode,planned_endpoints,executed_endpoints,successful_endpoints,failed_endpoints,fixture_detail_status,statistics_status,events_status,lineups_status,predictions_status,odds_status,executor_status,scoring_eligibility_after_execution,raw_output_dir,error_summary,auto_apply,production_change
2026-07-09,2026-07-09T11:37:48+01:00,1554369,ML Vitebsk,Universitatea Craiova,UEFA Champions League,,FULL_ENRICHMENT_ALLOWED_FOR_SCORING,FULL_ENRICHMENT_WITH_NORMAL_GATES,SCORING_ALLOWED_WITH_NORMAL_GATES,YES_MAX_COVERAGE_POLICY,EXECUTE_API_CALLS,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;events;lineups;predictions;odds,statistics,OK,FAILED_OR_EMPTY,OK,OK,OK,OK,EXECUTED_WITH_DATA,YES_PENDING_NORMAL_GATES,data/processed/today/2026-07-09/api_enrichment/1554369,statistics:EMPTY_RESPONSE,NO,NO
2026-07-09,2026-07-09T11:37:48+01:00,1554370,Petrocub,Egnatia Rrogozhinë,UEFA Champions League,,FULL_ENRICHMENT_ALLOWED_FOR_SCORING,FULL_ENRICHMENT_WITH_NORMAL_GATES,SCORING_ALLOWED_WITH_NORMAL_GATES,YES_MAX_COVERAGE_POLICY,EXECUTE_API_CALLS,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;statistics;events;lineups;predictions;odds,fixture_detail;events,statistics;lineups;predictions;odds,OK,FAILED_OR_EMPTY,OK,FAILED_OR_EMPTY,FAILED_OR_EMPTY,FAILED_OR_EMPTY,EXECUTED_WITH_DATA,NO_MISSING_REQUIRED_API_DATA,data/processed/today/2026-07-09/api_enrichment/1554370,statistics:EMPTY_RESPONSE | lineups:Error HTTP 429 en /fixtures/lineups | predictions:Error HTTP 429 en /predictions | odds:Error HTTP 429 en /odds,NO,NO
