target_date,generated_at,fixture_id,home_team,away_team,league,country,fixture_date_utc,fixture_status,candidate_signal_score,candidate_signal_band,market_signal_summary,promotion_input_status,promotion_permission,adapter_status,adapter_reason,allowed_downstream_use,promotion_candidate_type,pick_permission,stake_permission,source_guard,auto_apply,production_change
2026-07-09,2026-07-09T11:37:52+01:00,1554369,ML Vitebsk,Universitatea Craiova,UEFA Champions League,World,2026-07-08T17:00:00+00:00,FT,40,LOW_SIGNAL_REVIEW,pred_total_home_away=0/0 | 1x2=5.50/3.55/1.60 | ou2.5=2.10/1.70,PROMOTION_INPUT_READY_REVIEW_ONLY,REVIEW_ONLY_PROMOTION_INPUT,ADAPTER_BLOCKED_WEAK_SIGNAL,Signal score below review-only adapter threshold.,NO_DOWNSTREAM_USE,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
2026-07-09,2026-07-09T11:37:52+01:00,1554370,Petrocub,Egnatia Rrogozhinë,UEFA Champions League,World,2026-07-08T17:00:00+00:00,FT,10,WEAK_SIGNAL,,BLOCKED_NOT_SCORING_READY,NO_PROMOTION_PERMISSION,ADAPTER_BLOCKED_NOT_READY,Promotion input is not ready for review-only adapter.,NO_DOWNSTREAM_USE,API_ENRICHED_REVIEW_ONLY,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,PROMOTION_GATE_ADAPTER_V1_NO_AUTO_APPLY,NO,NO
