target_date,generated_at,forecast_rank,fixture_id,country,league,home_team,away_team,source_file,market_hint,modal_scoreline,scenario_map,home_goals_low,home_goals_mid,home_goals_high,away_goals_low,away_goals_mid,away_goals_high,total_goals_low,total_goals_mid,total_goals_high,home_shots_low,home_shots_mid,home_shots_high,away_shots_low,away_shots_mid,away_shots_high,total_shots_low,total_shots_mid,total_shots_high,home_sot_low,home_sot_mid,home_sot_high,away_sot_low,away_sot_mid,away_sot_high,total_sot_low,total_sot_mid,total_sot_high,home_corners_low,home_corners_mid,home_corners_high,away_corners_low,away_corners_mid,away_corners_high,total_corners_low,total_corners_mid,total_corners_high,home_cards_low,home_cards_mid,home_cards_high,away_cards_low,away_cards_mid,away_cards_high,total_cards_low,total_cards_mid,total_cards_high,home_fouls_low,home_fouls_mid,home_fouls_high,away_fouls_low,away_fouls_mid,away_fouls_high,total_fouls_low,total_fouls_mid,total_fouls_high,tempo_projection,shot_volume_level,corner_volume_level,card_risk_level,both_teams_threat_level,forecast_confidence,forecast_confidence_score,forecast_warning,source_guard,auto_apply,production_change
2026-07-09,2026-07-09T11:37:43+01:00,1,1554369,,UEFA Champions League,ML Vitebsk,Universitatea Craiova,vsigma_today_execution_shortlist.csv,OVER_2_5,2-1 / 1-1 / 2-2,standard state,0.93,1.45,1.98,0.75,1.20,1.66,1.90,2.66,3.42,8,12,16,7,11,14,17,23,28,2,4,6,2,3,5,4,7,10,3,5,7,2,4,6,6,9,12,1,2,4,1,2,4,2,4,6,8,12,16,8,12,16,18,24,30,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,LOW,56.7,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-07-09,2026-07-09T11:37:43+01:00,2,1554370,,UEFA Champions League,Petrocub,Egnatia Rrogozhinë,vsigma_today_execution_shortlist.csv,OVER_1_5,1-1 / 0-1 / 1-2,standard state,0.81,1.29,1.77,0.67,1.08,1.50,1.68,2.37,3.07,8,12,15,7,11,14,17,22,28,2,4,6,2,3,5,4,7,10,3,5,7,2,4,6,6,9,12,1,2,4,1,2,4,2,4,6,8,12,16,8,12,16,18,24,30,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,LOW,56.7,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
2026-07-09,2026-07-09T11:37:43+01:00,3,1554414,,UEFA Europa Conference League,Zira,Torpedo Kutaisi,vsigma_today_execution_shortlist.csv,OVER_1_5,1-1 / 0-1 / 1-2,standard state,0.79,1.25,1.71,0.64,1.05,1.46,1.62,2.30,2.98,8,12,15,7,11,14,17,22,28,2,4,6,2,3,5,4,7,10,3,5,7,2,4,6,6,9,12,1,2,4,1,2,4,2,4,6,8,12,16,8,12,16,18,24,30,MEDIUM_TEMPO,MEDIUM_SHOT_VOLUME,MEDIUM_CORNER_VOLUME,MEDIUM_CARD_RISK,BALANCED_THREAT,LOW,56.7,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS,DATED_INPUT_ONLY,NO,NO
