rows_processed,full_rows,partial_rows,sparse_rows,none_rows,api_calls_made,cache_hits,api_errors,plan_limit_errors,avg_injuries_count_known,unknown_coverage_rows,generated_at_utc
22,1,0,0,21,22,0,0,0,8.0,21,2026-05-11T06:42:13.684528+00:00
