summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,15,14,8,8,0,91.5147,0.1819,16.5333,1.7333,1.6,13.2
by_final_execution_bucket,APPROVED_PREMIUM,,,,,7,7,7,7,0,91.7057,0.161756,20.5714,3.7143,2.8571,14.0
by_final_execution_bucket,APPROVED_STANDARD,,,,,1,1,1,1,0,78.16,0.066962,18.0,0.0,4.0,14.0
by_final_execution_bucket,DOWNGRADED,,,,,6,6,0,0,0,95.5683,0.224558,12.6667,0.0,0.0,12.6667
by_final_execution_bucket,WATCH,,,,,1,0,0,0,0,79.21,,10.0,0.0,0.0,10.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,7,7,7,7,0,91.7057,0.161756,20.5714,3.7143,2.8571,14.0
by_bucket_and_governance_status,APPROVED_STANDARD,APPROVED_BY_PROMOTED_RULE,,,,1,1,1,1,0,78.16,0.066962,18.0,0.0,4.0,14.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,,,,6,6,0,0,0,95.5683,0.224558,12.6667,0.0,0.0,12.6667
by_bucket_and_governance_status,WATCH,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,,,,1,0,0,0,0,79.21,,10.0,0.0,0.0,10.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,7,7,7,7,0,91.7057,0.161756,20.5714,3.7143,2.8571,14.0
by_bucket_and_final_recommendation,APPROVED_STANDARD,,BET,,,1,1,1,1,0,78.16,0.066962,18.0,0.0,4.0,14.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,6,6,0,0,0,95.5683,0.224558,12.6667,0.0,0.0,12.6667
by_bucket_and_final_recommendation,WATCH,,MODEL_ONLY,,,1,0,0,0,0,79.21,,10.0,0.0,0.0,10.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,104.7,0.167733,22.0,4.0,4.0,14.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,6,6,6,6,0,89.54,0.16076,20.3333,3.6667,2.6667,14.0
by_bucket_and_execution_verdict,APPROVED_STANDARD,,,WATCH,,1,1,1,1,0,78.16,0.066962,18.0,0.0,4.0,14.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,6,6,0,0,0,95.5683,0.224558,12.6667,0.0,0.0,12.6667
by_bucket_and_execution_verdict,WATCH,,,WATCH,,1,0,0,0,0,79.21,,10.0,0.0,0.0,10.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,7,7,7,7,0,91.7057,0.161756,20.5714,3.7143,2.8571,14.0
by_bucket_and_best_evidence_tier,APPROVED_STANDARD,,,,STANDARD_EVIDENCE,1,1,1,1,0,78.16,0.066962,18.0,0.0,4.0,14.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,GENERIC_BROAD,6,6,0,0,0,95.5683,0.224558,12.6667,0.0,0.0,12.6667
by_bucket_and_best_evidence_tier,WATCH,,,,GENERIC_BROAD,1,0,0,0,0,79.21,,10.0,0.0,0.0,10.0
