shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,execution_fragility_reason,execution_market_fit_status,execution_market_fit_note,execution_preferred_safer_market,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,recent_stats_quality_flag,recent_stats_process_score,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_injuries_count,away_injuries_count,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,score_fulltime_home,score_fulltime_away,goals_home,goals_away,status,resolved_home_goals,resolved_away_goals,match_finished_flag,primary_result,alt_result,primary_profit_units,alt_profit_units,actionable_flag,actionable_result,actionable_profit_units
1,TOP_CORE,TOP_CORE,2026-05-04,Spain,Segunda División,1392179,Almeria,Mirandes,104.7,98.8,HIGH,2-1 / 3-1 / 2-2,OVER_2_5,BTTS_YES,STRONG,TOP_CORE,BET,TOP_CORE,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,22,4,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.8311,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8344,1.5,0.6666666666666666,0.1677333333333334,0.7633,1.64,0.6097560975609756,0.1535439024390243,2.95,1.64,4.59,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-9371.07,0.0,1.0,11.0,11.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.95 | visitante 1.64,Market edge primario: prob 0.834 | impl 0.667 | edge +0.168,Bias lado: +2.46 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=5.80 aSOT=5.60 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,3.0,20.0,1.0,1.0,1.875,1.5,2.25,1.5,2.0,1.625,0.75,0.875,0.0,0.0,0.75,0.875,1.0,1.0,0.75,0.75,14.6,13.8,15.2,15.2,5.8,5.6,6.4,4.4,52.4,45.6,3.4,6.8,5.2,3.8,14.0,13.4,2.4,2.8,1.8,2.2,2.8,4.0,4,2,4,2,FT,4.0,2.0,1,WIN,WIN,0.5,0.64,1,WIN,0.5
2,TOP_CORE,TOP_CORE,2026-05-04,England,Premier League,1379314,Everton,Manchester City,102.42,96.52,HIGH,1-2 / 1-3 / 2-2,OVER_2_5,OVER_1_5,STRONG,TOP_CORE,BET,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,14,0,0,14,GENERIC_BROAD,odds_num <= 2.57,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | odds_num <= 2.23 | odds_num <= 2.33,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7248,1.65,0.6060606060606061,0.1187393939393939,0.8895,1.2,0.8333333333333334,0.0561666666666665,1.19,2.58,3.77,FULL,4.0,5.0,5.0,1.0,1.0,6.0,6.0,FULL,FULL,6.0,5.6,HIGH,HIGH,FULL,11.6,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-9341.07,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.19 | visitante 2.58,Market edge primario: prob 0.725 | impl 0.606 | edge +0.119,Bias lado: -2.86 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=FULL hSOT=5.20 aSOT=7.00 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=6.00 aRisk=5.60 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,10.0,2.0,0.0,1.0,1.25,2.375,1.5,2.0,1.375,0.625,0.75,1.0,0.25,0.5,0.5,0.5,0.875,0.875,0.625,0.625,10.8,19.6,15.6,9.0,5.2,7.0,4.8,3.0,43.2,61.0,2.8,9.0,5.6,3.4,8.8,11.2,2.0,1.5,2.0,0.8,3.0,6.8,3,3,3,3,FT,3.0,3.0,1,WIN,WIN,0.65,0.2,0,SKIPPED,
3,CORE_SHORTLIST,CORE,2026-05-04,Italy,Serie A,1378207,Cremonese,Lazio,97.52,91.62,HIGH,1-2 / 0-1 / 1-1,AWAY_WIN,OVER_1_5,STRONG,CORE_SHORTLIST,BET,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,12,0,0,12,GENERIC_BROAD,odds_num <= 2.57,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | vsigma_pre_score >= 70.52 | selection_score >= 72.46,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7904,2.44,0.4098360655737705,0.3805639344262295,0.7986,1.39,0.7194244604316548,0.0791755395683452,0.55,2.44,2.99,FULL,3.66,5.0,5.0,1.0,1.0,2.0,10.0,FULL,FULL,2.0,9.6,MEDIUM,HIGH,FULL,11.6,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-9491.07,0.0,1.0,11.0,11.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.55 | visitante 2.44,Market edge primario: prob 0.790 | impl 0.410 | edge +0.381,Bias lado: -3.34 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=FULL hSOT=3.40 aSOT=4.40 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=2.00 aRisk=9.60 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,18.0,8.0,1.0,0.0,0.5,1.875,0.625,1.5,1.875,0.875,0.5,0.875,0.25,0.375,0.375,0.5,0.75,0.75,0.5,0.25,8.4,11.0,13.6,14.4,3.4,4.4,4.6,3.8,51.8,48.2,3.8,4.6,4.2,6.2,13.8,11.6,1.5,2.2,1.0,0.25,2.2,2.4,1,2,1,2,FT,1.0,2.0,1,WIN,WIN,1.44,0.39,0,SKIPPED,
4,CORE_SHORTLIST,CORE,2026-05-04,England,Premier League,1379313,Chelsea,Nottingham Forest,97.32,91.42,HIGH,1-2 / 1-3 / 2-2,AWAY_WIN,OVER_2_5,STRONG,CORE_SHORTLIST,BET,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,10,0,0,10,GENERIC_BROAD,primary_model_prob >= 0.6901,primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | vsigma_pre_score >= 70.52 | selection_score >= 72.46,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,,SAFE_OK,Execution market translation passed hardening gates.,,0.6914,5.3,0.1886792452830188,0.5027207547169812,0.6778,1.76,0.5681818181818182,0.1096181818181817,1.02,2.48,3.5,FULL,4.0,5.0,5.0,1.0,1.0,10.0,16.0,FULL,FULL,9.2,16.0,HIGH,HIGH,FULL,25.2,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-9641.07,0.0,1.0,11.0,11.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.02 | visitante 2.48,Market edge primario: prob 0.691 | impl 0.189 | edge +0.503,Bias lado: -2.56 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=FULL hSOT=3.80 aSOT=4.80 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=9.20 aRisk=16.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,9.0,15.0,0.0,0.5,0.75,2.5,1.0,2.25,1.75,0.5,0.25,1.0,0.25,0.5,0.0,0.5,0.625,0.75,0.625,0.5,13.4,13.2,10.2,10.0,3.8,4.8,4.2,3.4,54.8,48.4,6.0,6.0,5.0,3.6,10.4,12.2,1.6,1.6,3.4,1.6,5.8,3.6,1,3,1,3,FT,1.0,3.0,1,WIN,WIN,4.3,0.76,0,SKIPPED,
5,CORE_SHORTLIST,CORE,2026-05-04,Portugal,Primeira Liga,1396524,Sporting CP,Guimaraes,97.05,91.15,HIGH,2-1 / 1-0 / 2-0,UNDER_3_5,BTTS_YES,STRONG,CORE_SHORTLIST,BET,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,13,0,0,13,GENERIC_BROAD,odds_num <= 2.57,odds_num <= 2.57 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | odds_num <= 2.23 | odds_num <= 2.33,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,,SAFE_OK,Execution market translation passed hardening gates.,,0.6564,1.69,0.591715976331361,0.064684023668639,0.5954,1.91,0.5235602094240838,0.0718397905759162,1.55,1.41,2.96,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-9326.07,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 1.55 | visitante 1.41,Market edge primario: prob 0.656 | impl 0.592 | edge +0.065,Bias lado: +0.88 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=4.20 aSOT=3.80 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,3.0,8.0,1.0,0.0,1.25,1.375,1.125,1.375,1.0,1.125,0.625,0.75,0.375,0.375,0.5,0.375,0.5,0.875,0.375,0.375,13.2,12.8,13.4,9.8,4.2,3.8,3.0,3.8,60.0,53.6,4.8,4.2,5.4,5.0,11.2,12.2,1.8,1.8,2.0,1.4,3.0,2.8,5,1,5,1,FT,5.0,1.0,1,LOSS,WIN,-1.0,0.91,0,SKIPPED,
6,WATCHLIST,WATCH,2026-05-04,Italy,Serie A,1378211,AS Roma,Fiorentina,96.79,90.89,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,7,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8628,1.3,0.7692307692307692,0.0935692307692308,0.6768,1.91,0.5235602094240838,0.1532397905759162,2.11,1.38,3.49,FULL,3.84,5.0,5.0,1.0,1.0,10.0,10.0,FULL,FULL,9.6,10.0,HIGH,HIGH,FULL,19.6,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-9356.07,0.0,1.0,11.0,11.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.11 | visitante 1.38,Market edge primario: prob 0.863 | impl 0.769 | edge +0.094,Bias lado: +1.40 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=3.80 aSOT=3.60 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=9.60 aRisk=10.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,5.0,15.0,0.5,0.5,1.375,1.875,1.75,1.0,1.625,0.875,1.0,0.75,0.375,0.375,0.625,0.5,0.875,0.625,0.5,0.375,11.4,11.8,10.4,12.8,3.8,3.6,4.2,4.0,52.6,48.6,5.8,4.2,5.0,3.8,11.0,12.2,1.6,3.2,2.0,1.25,3.4,2.8,4,0,4,0,FT,4.0,0.0,1,WIN,WIN,0.3,0.91,1,WIN,0.3
7,WATCHLIST,WATCH,2026-05-04,Spain,La Liga,1391156,Sevilla,Real Sociedad,95.93,90.03,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,7,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9094,1.38,0.7246376811594204,0.1847623188405796,0.7637,2.16,0.4629629629629629,0.3007370370370371,1.49,2.53,4.02,FULL,3.76,5.0,5.0,1.0,1.0,6.0,8.0,FULL,FULL,5.6,8.0,HIGH,HIGH,FULL,13.6,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-9341.07,0.0,1.0,11.0,11.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.49 | visitante 2.53,Market edge primario: prob 0.909 | impl 0.725 | edge +0.185,Bias lado: -1.93 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | stats=FULL hSOT=1.20 aSOT=5.40 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=5.60 aRisk=8.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,13.0,8.0,0.0,0.0,0.625,1.125,1.0,2.0,2.0,2.0,0.625,0.875,0.0,0.125,0.625,0.75,0.875,0.875,0.5,0.75,9.6,14.2,10.4,13.6,1.2,5.4,4.0,3.8,43.4,51.8,5.2,7.2,4.2,4.8,12.2,12.8,3.0,3.0,2.2,2.8,2.8,4.2,1,0,1,0,FT,1.0,0.0,1,LOSS,LOSS,-1.0,-1.0,1,LOSS,-1.0
8,WATCHLIST,WATCH,2026-05-04,Sweden,Allsvenskan,1494154,Djurgardens IF,IFK Goteborg,92.92,87.72,HIGH,2-1 / 3-1 / 2-2,OVER_2_5,BTTS_YES,STRONG,WATCH,BET,WATCH,WATCH,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,14,0,0,14,GENERIC_BROAD,odds_num <= 2.57,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | odds_num <= 2.23 | odds_num <= 2.33,Base actionable recommendation matched only broad generic promoted rules; approval requires at least one selective evidence rule.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7794,1.79,0.5586592178770949,0.220740782122905,0.7389,1.8,0.5555555555555556,0.1833444444444444,2.49,1.64,4.13,FULL,4.0,5.0,5.0,1.0,1.0,4.0,10.0,FULL,FULL,3.6,8.8,HIGH,HIGH,FULL,12.4,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-9461.07,0.0,1.0,11.0,11.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.49 | visitante 1.64,Market edge primario: prob 0.779 | impl 0.559 | edge +0.221,Bias lado: +1.70 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=4.80 aSOT=4.60 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=3.60 aRisk=8.80 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,4.0,15.0,0.5,1.0,2.0,1.25,1.75,1.875,1.25,1.5,0.875,0.75,0.125,0.125,0.75,0.625,0.75,1.0,0.625,0.5,15.4,15.0,10.2,12.0,4.8,4.6,3.8,5.0,59.2,56.8,6.6,5.4,2.4,4.6,12.6,10.6,2.0,2.6,1.6,1.6,4.0,4.2,6,0,6,0,FT,6.0,0.0,1,WIN,LOSS,0.79,-1.0,0,SKIPPED,
9,WATCHLIST,WATCH,2026-05-04,Austria,Bundesliga,1531252,Lask Linz,Rapid Vienna,89.19,83.99,HIGH,2-1 / 3-1 / 2-2,OVER_2_5,BTTS_YES,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,16,2,0,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.7961,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8195,1.75,0.5714285714285714,0.2480714285714286,0.7733,1.62,0.6172839506172839,0.156016049382716,2.67,1.78,4.45,PARTIAL,3.6,4.0,5.0,0.8,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-9371.07,0.0,1.0,11.0,11.0,1.0,1.0,2.0,3.0,5.0,3.0,3.0,4.0,1.0,1.0,0.45,0.45,0.45,0.45,0.45,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.67 | visitante 1.78,Market edge primario: prob 0.820 | impl 0.571 | edge +0.248,Bias lado: +1.62 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=PARTIAL hSOT=6.00 aSOT=2.40 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.45,3.0,5.0,0.5,0.0,2.125,1.75,2.75,1.25,1.625,1.125,1.0,0.75,0.0,0.375,1.0,0.375,1.0,0.625,0.75,0.25,18.25,10.2,10.5,9.4,6.0,2.4,3.0,3.0,42.75,64.0,4.0,6.2,4.75,5.0,10.5,9.2,2.25,2.8,1.0,1.8,3.25,3.6,3,1,3,1,FT,3.0,1.0,1,WIN,WIN,0.75,0.62,1,WIN,0.75
