target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,source_path,raw_trust_status,trust_reason,allowed_downstream_use,auto_apply,production_change
2026-06-10,2026-06-13T21:48:14+01:00,1548055,,,Malaga,Las Palmas,,data/processed/governance/vsigma_candidate_provenance_ceiling.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1546281,,,Cape Town City,Magesi,,data/processed/governance/vsigma_dated_post_match_results_refresh.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1530591,1 Lyga,Lithuania,Neptūną Klaipėda,Transinvest 2,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1543393,2. Deild,Iceland,Fjardabyggd / Leiknir,Fjolnir,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1543391,2. Deild,Iceland,Haukar,Kormákur / Hvöt,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1543396,2. Deild,Iceland,Thróttur Vogar,Vikingur Olafsiik,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1542167,Azadegan League,Iran,Damash Gilanian,Mes Shahr-e Babak,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1542173,Azadegan League,Iran,Naft Bandar Abbas,Shahrdari Noshahr,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1542025,Catarinense - 2,Brazil,Blumenau,Jaraguá,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1550653,Championnat D1,Gabon,Dikaki,Cercle Mbéri,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1550655,Championnat D1,Gabon,Mangasport,Bouenguidi,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1550657,Championnat D1,Gabon,Stade Mandji,Lozo,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1544586,Copa Gaúcha,Brazil,Brasil DE Pelotas,Farroupilha,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1512951,Elite One,Cameroon,Aigle Royal de Moungo,PWD Bamenda,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1512955,Elite One,Cameroon,Colombe,Jeunes Fauves,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1512956,Elite One,Cameroon,Fortuna Mfou,Stade Renard,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1512957,Elite One,Cameroon,Gazelle,Cotonsport,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1526555,Liga Pro Serie B,Ecuador,Gualaceo SC,Cumbayá,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1526556,Liga Pro Serie B,Ecuador,Ind. Juniors,Deportivo Cuenca Juniors,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1544783,Maranhense - 2,Brazil,Tupan,São José MA,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1550040,Premier League,Eswatini,Amawele,Madlenya,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1550041,Premier League,Eswatini,Viva Stumbo,Magwanyana,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1495293,Premier Soccer League,Zimbabwe,Dynamos,Hunters,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1495299,Premier Soccer League,Zimbabwe,Kariba,Herentals,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1495296,Premier Soccer League,Zimbabwe,Platinum,Hardrock,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
2026-06-10,2026-06-13T21:48:14+01:00,1495298,Premier Soccer League,Zimbabwe,Simba Bhora,Ngezi Platinum,,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,TRUSTED_RAW_SOURCE,source is not rejected and competition is not low-trust by token gate,SCORING_ALLOWED_WITH_NORMAL_GATES,NO,NO
