comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,baseline_market,candidate_v2_market,baseline_result_status,candidate_v2_result_status,baseline_result,candidate_v2_result,baseline_profit_units,candidate_v2_profit_units,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BOTH,1548055,Malaga vs Las Palmas,Segunda División,1,1,OVER_1_5,OVER_1_5,PENDING,PENDING,PENDING,PENDING,,,2026-06-10,2026-06-10T11:55:07+00:00,POST,RESULT_COMPARISON,NO_DATE_COLUMN,2026-06-10-20260610T115507Z
