target_date,generated_at,final_rank,fixture_id,league,home_team,away_team,market_primary,base_final_recommendation,base_execution_verdict,base_execution_score,base_primary_edge,base_model_prob,context_gate_decision,objective_override_status,context_objective_edge,objective_availability_decision,lineup_status,availability_status,pick_failure_mode,adjusted_final_status,adjusted_reason,recommended_action,stake_band,auto_apply,production_change,guardrail_status
2026-06-10,2026-06-12T18:29:10+01:00,1,1548055,Segunda División,Malaga,Las Palmas,OVER_1_5,BET,TOP_CORE,124.987299270073,0.1825729927007299,0.9125,TABLE_PROXY_TEMPO,PROXY_ONLY,TEMPO,SHADOW_RISK_REVIEW,LINEUPS_NOT_CONFIRMED,AVAILABILITY_UNKNOWN_OR_CLEAN,LOW_CONVERSION,SHADOW_RISK_ONLY,shadow risk: low-conversion pattern,Only execute with stronger live/prelock confirmation,LOW_OR_SYMBOLIC,NO,NO,DATED_UPSTREAM_ONLY_CONTEXT_ADJUSTED_REPORT
