target_date,fixture_id,league,home_team,away_team,market_primary,competition_calibrated_prob,accuracy_confidence_score,accuracy_primary_risk,fixture_datetime,minutes_to_kickoff,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,data_gap_flags,execution_family_status,prelock_retained,prelock_decision,prelock_decision_reason,exclusion_reason,decision_state,decision_reason,next_action
2026-06-10,1548055,Segunda División,Malaga,Las Palmas,OVER_1_5,0.84486,157.078,FAILURE_MODE_LOW_CONVERSION,2026-06-10T20:00+01:00,473.7,WAIT,NO,OUTSIDE_PRELOCK_WINDOW,YES,2026-06-10T19:00+01:00,,WAITING_FOR_WINDOW,NO,,,OUTSIDE_90_MIN_PRELOCK_WINDOW,WAITING_FOR_PRELOCK_WINDOW,Candidate is outside the configured prelock window.,WAIT_UNTIL_2026-06-10T19:00+01:00
