target_date,generated_at,fixture_id,home_team,away_team,provider,api_status,api_note,team_side,team_id,team_name,formation,row_type,player_id,player_name,player_number,player_position,player_grid,api_calls_planned,api_calls_executed,source_guard,lineup_permission,canonical_board_permission,pick_permission,stake_permission,auto_apply,production_change
2026-06-10,2026-06-10T21:01:07+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,46843,Alfonso Herrero,1,G,1:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-10T21:01:07+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,185096,Carlos Puga,3,D,2:4,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-10T21:01:07+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,185234,Diego Murillo,16,D,2:3,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-10T21:01:07+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,35,Javi Montero,20,D,2:2,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-10T21:01:07+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,551403,Rafa Garrido,31,D,2:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-10T21:01:07+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,394372,Izan Merino,23,M,3:2,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-10T21:01:07+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,337523,Dani Lorenzo,22,M,3:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-10T21:01:07+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,190253,David Larrubia,10,M,4:3,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-10T21:01:07+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,162034,Carlos Dotor,12,M,4:2,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
2026-06-10,2026-06-10T21:01:07+01:00,1548055,Malaga,Las Palmas,API-SPORTS_DIRECT,OK,lineups fetched directly by fixture_id,home,535,Malaga,4-2-3-1,START_XI,60,Joaquín Muñoz,11,M,4:1,2,1,BOARD_FIXTURE_ID_DIRECT_API_LINEUPS,API_LINEUP_SNAPSHOT_ONLY,NO_CANONICAL_BOARD_PERMISSION,NO_PICK_PERMISSION,NO_STAKE_PERMISSION,NO,NO
