target_date,generated_at,rows_reviewed,finished_rows,pending_rows,accuracy_bucket_counts,api_1x2_counts,api_double_chance_counts,api_dnb_counts,over_1_5_counts,over_2_5_counts,under_3_5_counts,btts_counts,canonical_board_permission_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-10,2026-06-10T19:15:57+01:00,32,13,19,PENDING_RESULT=19; STRONG_SIGNAL_VALIDATED=5; SIGNAL_FAILED=5; PARTIAL_SIGNAL_VALIDATED=3,PENDING_RESULT=19; MISS=7; HIT=6,PENDING_RESULT=19; HIT=10; MISS=3,PENDING_RESULT=19; HIT=6; VOID=4; MISS=3,PENDING_RESULT=19; HIT=8; MISS=5,PENDING_RESULT=19; HIT=7; MISS=6,PENDING_RESULT=19; HIT=7; MISS=6,PENDING_RESULT=19; MISS=8; HIT=5,NO_CANONICAL_BOARD_PERMISSION=32,NO_PICK_PERMISSION=32,NO_STAKE_PERMISSION=32,Use this ledger to calibrate signal buckets after results are final. Do not promote picks or stake from it.,NO,NO
