target_date,generated_at,fixture_id,home_team,away_team,league,forecast_confidence,metric,actual_value,pred_low,pred_mid,pred_high,range_hit,abs_error_mid,direction_error,forecast_warning,source_guard,auto_apply,production_change
2026-06-10,2026-06-10T18:46:40+01:00,1546281,Cape Town City,Magesi,Premier Soccer League,LOW,total_goals,2.00,1.58,2.35,3.12,HIT,0.35,ON_RANGE,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,DATED_INPUT_ONLY,NO,NO
