target_date,generated_at,board_rows_reviewed,lineup_confirmed_rows,lineup_missing_rows,board_rows_written,bridge_status_counts,bridge_action_counts,pick_permission_counts,stake_permission_counts,next_action,auto_apply,production_change
2026-06-10,2026-06-11T08:19:26+01:00,2,2,0,2,LINEUPS_CONFIRMED_BY_FORCED_API=2,CLEAR_LINEUPS_INACTIVE_WARNING_KEEP_EXECUTION_LOCK=2,NO_PICK_PERMISSION=2,NO_STAKE_PERMISSION=2,Use bridged copy for prelock review/repricing. Do not create picks or stake without separate governed promotion.,NO,NO
