target_date,generated_at,metric,current_queue_decision,current_shadow_priority,current_rows_evaluated,current_hit_rate,current_avg_abs_error_mid,current_bias_direction,current_threshold_gate,history_days,history_latest_rows,history_bias_consistency,history_status_consistency,history_avg_hit_rate,history_avg_error,readiness_decision,readiness_priority,manual_review_required,readiness_reason,promotion_gate,source_guard,auto_apply,production_change
2026-06-10,2026-06-10T18:46:40+01:00,total_goals,REJECT_LOW_SAMPLE,NONE,1,1.000,0.35,BALANCED_OR_ON_RANGE,MONITOR_SIGNAL,4,9,0.000,0.000,0.288,1.13,WAIT_MORE_SAMPLE,LOW,NO,Current queue is not strong enough for promotion review.,No promotion gate active.,SHADOW_QUEUE_PLUS_LEDGER_HISTORY,NO,NO
