date,timezone,baseline_pick_count,candidate_v2_pick_count,candidate_v4_pick_count,overlap_three_way_picks,candidate_v4_firewall_kept_rows,candidate_v4_firewall_downgraded_rows,candidate_v4_firewall_secondary_rows,candidate_v4_firewall_removed_rows,baseline_wins,baseline_losses,baseline_profit_units,baseline_roi_percent,candidate_v2_wins,candidate_v2_losses,candidate_v2_profit_units,candidate_v2_roi_percent,candidate_v4_wins,candidate_v4_losses,candidate_v4_profit_units,candidate_v4_roi_percent,run_finished_at
2026-05-16,Atlantic/Canary,3,2,2,2,0,0,0,0,2,1,0.07,2.333333,1,1,-0.45,-22.5,1,1,-0.45,-22.5,2026-05-17T11:37:21.796227+00:00
