fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1388606,Bayern München,1. FC Köln,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,98.28,A_ANALIZAR_PRIMERO,
1388613,Werder Bremen,Borussia Dortmund,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,97.18,A_ANALIZAR_PRIMERO,
1388609,SC Freiburg,RB Leipzig,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,96.83,A_ANALIZAR_PRIMERO,
1388605,Bayer Leverkusen,Hamburger SV,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,95.37,A_ANALIZAR_PRIMERO,
1396537,Estoril,Benfica,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,95.36,A_ANALIZAR_PRIMERO,
1396535,SC Braga,Estrela,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,94.82,A_ANALIZAR_PRIMERO,
1392199,AD Ceuta FC,Malaga,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,94.65,A_ANALIZAR_PRIMERO,
1392198,Racing Santander,Valladolid,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,93.89,A_ANALIZAR_PRIMERO,
1392204,Cultural Leonesa,Eibar,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,93.55,A_ANALIZAR_PRIMERO,
1396539,FC Porto,Santa Clara,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,93.11,A_ANALIZAR_PRIMERO,
1544949,Juve Stabia,Monza,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,93.02,A_ANALIZAR_PRIMERO,
1396538,Famalicao,Alverca,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,92.85,A_ANALIZAR_PRIMERO,
1388608,Eintracht Frankfurt,VfB Stuttgart,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,92.63,A_ANALIZAR_PRIMERO,
1388607,Borussia Mönchengladbach,1899 Hoffenheim,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,92.61,A_ANALIZAR_PRIMERO,
1538482,FC Zurich,Servette FC,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,91.85,A_ANALIZAR_PRIMERO,
1494665,Viking,Start,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,90.78,A_ANALIZAR_PRIMERO,
