summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,56,46,20,20,0,90.325,0.13,8.5536,5.4107,3.1429,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,20,20,20,20,0,91.929,0.185429,15.8,10.6,5.2,0.0
by_final_execution_bucket,BLOCKED,,,,,3,0,0,0,0,92.93,-0.004531,0.0,0.0,0.0,0.0
by_final_execution_bucket,DOWNGRADED,,,,,26,26,0,0,0,89.6665,0.130609,6.2692,3.5,2.7692,0.0
by_final_execution_bucket,WATCH,,,,,7,0,0,0,0,87.0714,0.009869,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,20,20,20,20,0,91.929,0.185429,15.8,10.6,5.2,0.0
by_bucket_and_governance_status,BLOCKED,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,3,0,0,0,0,92.93,-0.004531,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,DOWNGRADED,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,7,7,0,0,0,94.61,0.297406,23.2857,13.0,10.2857,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,19,19,0,0,0,87.8453,0.069157,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,WATCH,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,7,0,0,0,0,87.0714,0.009869,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,20,20,20,20,0,91.929,0.185429,15.8,10.6,5.2,0.0
by_bucket_and_final_recommendation,BLOCKED,,NO_BET,,,3,0,0,0,0,92.93,-0.004531,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,26,26,0,0,0,89.6665,0.130609,6.2692,3.5,2.7692,0.0
by_bucket_and_final_recommendation,WATCH,,MODEL_ONLY,,,1,0,0,0,0,95.98,,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,WATCH,,WATCH,,,6,0,0,0,0,85.5867,0.009869,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,1,1,1,1,0,101.27,0.115857,2.0,2.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,104.18,0.136228,8.0,8.0,0.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,18,18,18,18,0,90.7294,0.192027,17.0,11.2222,5.7778,0.0
by_bucket_and_execution_verdict,BLOCKED,,,NO_BET,,3,0,0,0,0,92.93,-0.004531,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,26,26,0,0,0,89.6665,0.130609,6.2692,3.5,2.7692,0.0
by_bucket_and_execution_verdict,WATCH,,,WATCH,,7,0,0,0,0,87.0714,0.009869,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,20,20,20,20,0,91.929,0.185429,15.8,10.6,5.2,0.0
by_bucket_and_best_evidence_tier,BLOCKED,,,,,3,0,0,0,0,92.93,-0.004531,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,PREMIUM_EVIDENCE,7,7,0,0,0,94.61,0.297406,23.2857,13.0,10.2857,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,19,19,0,0,0,87.8453,0.069157,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,WATCH,,,,,7,0,0,0,0,87.0714,0.009869,0.0,0.0,0.0,0.0
